> -L"0"
102.846654765	29.500651975
102.84582344	29.500491035
102.843941405	29.500126665
102.84197186	29.498004795
102.84170455	29.4977168
102.83852792	29.493531455
102.83811817	29.49299156
102.83817246	29.492693435
102.838610365	29.49028861
102.83853332	29.488911665
102.83842894	29.487046155
102.83828823	29.486258355
102.837521395	29.485265905
102.83659866	29.48407165
102.836154905	29.48372938
102.82996964	29.482467085
102.823436695	29.479337565
102.819058885	29.47645082
102.817913915	29.47599694
102.81705443	29.476198755
102.81597156	29.4774914
102.815524685	29.479877805
102.812057495	29.48401638
102.80913672	29.486477435
102.80812753	29.486819785
102.805369025	29.4877555
102.80169443	29.48843351
102.799722235	29.488559375
102.798166095	29.488306525
102.78526198	29.483363445
102.78485659	29.48320813
102.78196359	29.482099675
102.78160756	29.481963255
102.780444365	29.480477095
102.77931152	29.480025415
102.77639842	29.48039333
102.76650064	29.48401848
102.765715475	29.484481275
102.757909245	29.48908196
102.75618996	29.49028155
102.755181865	29.491392415
102.754793465	29.49124464
102.752747245	29.4904661
102.747242335	29.48822685
102.74619904	29.487531805
102.745436575	29.487023835
102.74422055	29.487085195
102.741692035	29.48721274
102.74090853	29.48725225
102.73881112	29.48838924
102.73735723	29.489758475
102.735852185	29.494395665
102.734153105	29.496840435
102.727303875	29.506155315
102.726036075	29.50749749
102.72274972	29.509900755
102.720999145	29.511180845
102.71581984	29.51703699
102.714209305	29.51885781
102.7137231	29.519662055
102.712489925	29.521701815
102.709136105	29.52724878
102.707302945	29.52975138
102.70622766	29.531219275
102.705508615	29.531866585
102.70408097	29.533151775
102.703788425	29.533886935
102.703958865	29.53508989
102.704791055	29.537007475
102.70695044	29.54198291
102.70720905	29.545724345
102.7071947	29.546041955
102.707082165	29.548533005
102.707032215	29.54963863
102.707015185	29.550015585
102.70685068	29.551732255
102.706034265	29.560250855
102.704093755	29.56594322
102.70368919	29.56712989
102.70164346	29.571483625
102.698611995	29.57504739
102.690499385	29.579434885
102.69029911	29.57954319
102.689807795	29.57956639
102.68812872	29.579645675
102.685858525	29.579752835
102.68479277	29.580041025
102.683575365	29.580909685
102.679954725	29.584667455
102.680122375	29.588558195
102.677768865	29.592224385
102.6751386	29.59298534
102.6734646	29.59346961
102.67217286	29.5943176
102.67236547	29.595372455
102.673031245	29.599018465
102.67290642	29.60201623
102.67266695	29.60269206
102.670612025	29.608491075
102.670085305	29.60948941
102.66344339	29.61349545
102.66289901	29.61382376
102.66082799	29.614142675
102.654128975	29.616421025
102.65463088	29.618826405
102.65491161	29.62017174
102.65213024	29.623826345
102.65191687	29.62410669
102.649215065	29.62602506
102.647905645	29.626641855
102.64680003	29.62716263
102.644980895	29.629202455
102.64429399	29.631130325
102.642904935	29.63502863
102.64062601	29.644168675
102.640212345	29.648459
102.640387285	29.649280565
102.64075589	29.649819255
102.641502715	29.650910675
102.641494705	29.651736075
102.641068825	29.65294072
102.640219665	29.655342595
102.639117845	29.65632403
102.636599225	29.65674541
102.630571435	29.654917305
102.63028239	29.65468693
102.62705595	29.65211533
102.62521205	29.65036057
102.624762395	29.649724475
102.62447288	29.649314915
102.623521355	29.648846325
102.614609655	29.648069095
102.61399813	29.64819296
102.609230065	29.6491586
