-5.8371	149.0988
35.1693	26.2163
-21.3964	174.4421
6.8198	-72.9919
30.1378	142.8267
6.114	126.9141
48.2986	153.7482
0.8374	126.132
0.8919	126.1283
0.8064	126.2015
56.2584	-156.5532
18.82033333	-155.5271667
-11.6892	-71.6566
-4.6376	152.993
-21.1889	174.5221
-4.5024	153.4012
50.0403	149.8981
40.0765	142.2057
-15.5887	-71.8425
32.3379	49.7282
-60.1841	-24.3033
-56.5862	-25.6598
4.4134	95.433
-58.0767	-23.3588
-32.0527	55.736
-58.7608	158.6063
22.3074	94.7616
13.9368	120.6862
-55.7393	-26.4704
35.5778	140.0664
-25.248	-64.6292
30.1936	67.9957
-15.4232	-173.2747
31.2003	131.4784
25.6153	125.0755
40.0529	142.141
25.714	125.0229
36.8389	66.6469
-60.3668	-27.1059
-3.6619	129.5653
-29.9806	-177.5036
-46.9621	33.7378
-60.4129	-27.4942
32.3107	49.7251
-33.5866	-179.3026
12.8724	120.91
-9.1778	67.2614
-9.5901	-71.1603
-21.1265	174.8958
-14.6065	-173.3041
-7.1073	154.811
-7.2224	154.9125
-60.5294	-26.3595
-8.1806	118.081
30.3214	94.8247
29.8002	50.4939
51.9879	-171.1093
-13.8034	167.1491
38.8937	135.4444
-59.0922	-25.6077
-15.8668	166.4868
0.5212	126.4469
35.0824	25.2025
35.244	25.2697
38.0373	73.2249
13.8625	120.5035
-58.7857	-25.729
24.2961	121.7394
-26.1604	178.3802
-53.4197	23.5583
30.3557	94.7747
8.6251	94.1834
51.0872	-179.0119
-27.7966	-176.8086
51.1367	-179.0326
2.0959	126.6916
23.045	-107.953
23.0838	-108.0246
-27.5559	-178.8099
-59.4588	-25.9888
-55.9138	-26.9463
-29.8221	-177.37
56.4141	117.7563
12.0939	-87.6731
12.0971	-87.6463
1.8126	126.5921
12.1396	-87.8647
7.4004	-82.7373
-37.4863	146.3466
-26.0833	70.7185
13.3574	120.7141
-36.7771	-73.9329
29.6532	142.3847
-27.0661	-113.1297
46.3926	152.4879
-59.7885	-26.5933
-20.9798	-174.2712
-31.8204	179.6443
-36.7559	-73.9945
-56.3705	-143.9652
14.2802	-91.294
25.2256	94.8803
36.2633	137.7364
-13.409	167.446
-20.0636	-175.7483
-9.7583	148.5778
-15.7739	-173.7133
48.2461	153.8981
-11.1776	162.0741
-28.1983	-177.7405
-13.4396	167.4275
-13.4553	167.4113
-11.4296	162.1218
54.942	-156.3037
55.071	-156.4993
-59.6415	-26.1047
-56.4791	-36.4742
-28.0051	-177.5114
15.4701	-93.1281
29.1944	105.365
-28.2103	-177.7521
-28.1797	-177.6935
