> No.0   color.3
 78.119213   30.356491
 78.130252   30.355167
 78.140937   30.351721
 78.149174   30.347028
 78.156072   30.341181
 78.161846   30.334412
 78.166773   30.326888
 78.171085   30.318856
 78.175027   30.310517
 78.178861   30.302086
 78.182787   30.293762
 78.189562   30.281607
 78.196999   30.270821
 78.205098   30.261144
 78.213813   30.252281
 78.223159   30.243957
 78.233090   30.235880
 78.243606   30.227771
 78.254660   30.219355
 78.268964   30.206892
 78.281359   30.193060
 78.291967   30.178028
 78.300960   30.161965
 78.308474   30.145071
 78.314634   30.127516
 78.319577   30.109484
 78.323473   30.091159
 78.326754   30.075773
 78.330758   30.060895
 78.335454   30.046417
 78.340844   30.032261
 78.346880   30.018306
 78.353563   30.004444
 78.360846   29.990596
 78.368699   29.976672
 78.380940   29.956562
 78.393874   29.937222
 78.407593   29.918636
 78.422159   29.900773
 78.437679   29.883617
 78.454215   29.867123
 78.471829   29.851260
 78.490644   29.836013
 78.498973   29.830135
 78.508042   29.824673
 78.517711   29.819673
 78.527796   29.815180
 78.538127   29.811241
 78.548565   29.807918
 78.558911   29.805256
 78.568996   29.803302
 78.580620   29.802410
 78.591751   29.803086
 78.602528   29.804656
 78.613105   29.806471
 78.623636   29.807841
 78.634259   29.808117
 78.645128   29.806610
 78.656429   29.802655
 78.669809   29.795855
 78.683096   29.788085
 78.696229   29.779545
 78.709193   29.770406
 78.721911   29.760851
 78.734336   29.751066
 78.746438   29.741219
 78.758155   29.731479
 78.771319   29.721340
 78.784976   29.712201
 78.798956   29.703738
 78.813090   29.695645
 78.827208   29.687598
 78.841111   29.679290
 78.854660   29.670412
 78.867655   29.660627
 78.905500   29.633763
 78.944330   29.612991
 78.984022   29.596790
 79.024468   29.583619
 79.065545   29.571972
 79.107145   29.560324
 79.149146   29.547138
 79.191424   29.530891
 79.209623   29.520951
 79.224419   29.508935
 79.236737   29.495349
 79.247546   29.480686
 79.257801   29.465485
 79.268425   29.450268
 79.280404   29.435544
 79.294661   29.421835
 79.307964   29.412049
 79.321821   29.403556
 79.335786   29.395740
 79.349411   29.387877
 79.362252   29.379338
 79.373861   29.369460
 79.383792   29.357552
 79.391599   29.342966
 79.398359   29.328534
 79.406751   29.314563
 79.416713   29.301531
 79.428183   29.289884
 79.441070   29.280160
 79.455328   29.272775
 79.470878   29.268251
 79.487675   29.267051
 79.505580   29.268666
 79.524178   29.271559
 79.543115   29.274667
 79.562052   29.276928
 79.580604   29.277282
 79.598432   29.274651
 79.615168   29.268004
 79.630457   29.256249
 79.638571   29.247695
 79.646070   29.239417
 79.653291   29.231478
 79.660589   29.223939
 79.668287   29.216861
 79.676771   29.210307
 79.686363   29.204352
 79.697418   29.199044
 79.713507   29.192797
 79.729950   29.187227
 79.746670   29.182335
 79.763591   29.178088
 79.780665   29.174441
 79.797832   29.171349
 79.815014   29.168825
 79.832134   29.166794
 79.848916   29.165487
 79.865743   29.164902
 79.882602   29.164794
 79.899460   29.164932
 79.916304   29.165040
 79.933100   29.164886
 79.949836   29.164209
 79.966510   29.162732
 79.976517   29.161209
 79.986294   29.159178
 79.995947   29.156901
 80.005570   29.154670
 80.015208   29.152731
 80.024953   29.151361
 80.034899   29.150823
 80.045137   29.151408
 80.075067   29.156916
 80.104164   29.165116
 80.132692   29.174209
 80.160928   29.182410
 80.189179   29.187933
 80.217707   29.188964
 80.246821   29.183748
 80.276798   29.170485
 80.296675   29.160130
 80.317060   29.151714
 80.337799   29.144713
 80.358768   29.138636
 80.379846   29.132958
 80.400877   29.127173
 80.421754   29.120772
 80.442323   29.113248
 80.459598   29.108002
 80.477396   29.105155
 80.495348   29.103447
 80.513053   29.101616
 80.530112   29.098401
 80.546139   29.092554
 80.560735   29.082830
 80.573530   29.067952
 80.593439   29.042057
 80.615380   29.021194
 80.639275   29.004669
 80.665018   28.991791
 80.692516   28.981836
 80.721691   28.974097
 80.752422   28.967850
 80.784631   28.962403
 80.803091   28.959049
 80.821581   28.955079
 80.840087   28.950740
 80.858594   28.946278
 80.877100   28.941939
 80.895591   28.937985
 80.914035   28.934646
 80.932449   28.932184
 80.945889   28.931338
 80.959576   28.931446
 80.973448   28.932261
 80.987397   28.933569
 81.001361   28.935123
 81.015248   28.936723
 81.028981   28.938138
 81.042467   28.939138
 81.056893   28.939677
 81.071966   28.939769
 81.087470   28.939415
 81.103158   28.938630
 81.118831   28.937415
 81.134227   28.935768
 81.149146   28.933691
 81.163357   28.931198
 81.169808   28.929814
 81.176767   28.928090
 81.184049   28.926059
 81.191439   28.923782
 81.198737   28.921274
 81.205758   28.918597
 81.212301   28.915781
 81.218136   28.912858
 81.223494   28.909627
 81.228514   28.906057
 81.233348   28.902349
 81.238152   28.898611
 81.243079   28.895026
 81.248283   28.891764
 81.253903   28.888948
 81.260107   28.886763
 81.272825   28.885102
 81.285634   28.886317
 81.298489   28.889287
 81.311283   28.892871
 81.323954   28.895948
 81.336409   28.897379
 81.348587   28.896025
 81.360396   28.890763
 81.364907   28.887317
 81.368741   28.883440
 81.372082   28.879239
 81.375100   28.874854
 81.377980   28.870361
 81.380905   28.865884
 81.384046   28.861530
 81.387588   28.857406
 81.393454   28.852083
 81.399643   28.847882
 81.406094   28.844605
 81.412792   28.842020
 81.419720   28.839928
 81.426833   28.838112
 81.434115   28.836389
 81.441536   28.834512
 81.454177   28.829665
 81.465432   28.822511
 81.475347   28.813464
 81.483908   28.802878
 81.491129   28.791169
 81.496996   28.778722
 81.501523   28.765921
 81.504727   28.753151
 81.507961   28.739134
 81.511949   28.725487
 81.516661   28.712193
 81.522097   28.699223
 81.528210   28.686529
 81.535016   28.674082
 81.542483   28.661850
 81.550598   28.649818
 81.556203   28.642325
 81.561453   28.636340
 81.566642   28.631647
 81.572015   28.628032
 81.577881   28.625293
 81.584517   28.623200
 81.592184   28.621569
 81.601175   28.620154
 81.615832   28.618123
 81.631075   28.615753
 81.646425   28.612691
 81.661420   28.608491
 81.675600   28.602767
 81.688518   28.595151
 81.699681   28.585227
 81.708657   28.572580
 81.712753   28.565226
 81.716479   28.559148
 81.720129   28.554194
 81.724024   28.550224
 81.728489   28.547085
 81.733832   28.544639
 81.740360   28.542747
 81.748396   28.541254
 81.754601   28.540485
 81.761006   28.539900
 81.767518   28.539346
 81.774062   28.538669
 81.780543   28.537715
 81.786886   28.536315
 81.792999   28.534299
 81.798788   28.531530
 81.805701   28.526237
 81.810643   28.519729
 81.814046   28.512282
 81.816387   28.504174
 81.818128   28.495665
 81.819714   28.487049
 81.821608   28.478571
 81.824288   28.470540
 81.829323   28.461401
 81.835959   28.453800
 81.843903   28.447507
 81.852833   28.442353
 81.862456   28.438106
 81.872448   28.434552
 81.882533   28.431505
 81.892402   28.428751
 81.900639   28.426828
 81.910246   28.424982
 81.920623   28.422920
 81.931139   28.420381
 81.941192   28.417058
 81.950184   28.412688
 81.957466   28.406980
 81.962440   28.399641
 81.964919   28.391471
 81.965689   28.383301
 81.965444   28.375146
 81.964890   28.367038
 81.964767   28.358991
 81.965784   28.351037
 81.968633   28.343174
 81.974068   28.335450
 81.981104   28.328496
 81.989049   28.321972
 81.997687   28.315849
 82.006817   28.310125
 82.016224   28.304740
 82.025677   28.299678
 82.034992   28.294924
 82.043968   28.290462
 82.054915   28.284307
 82.064507   28.277599
 82.073084   28.270337
 82.080951   28.262582
 82.088465   28.254397
 82.095948   28.245811
 82.103708   28.236857
 82.112084   28.227563
 82.123432   28.217563
 82.135887   28.210177
 82.149205   28.204792
 82.163139   28.200792
 82.177457   28.197591
 82.191914   28.194576
 82.206248   28.191129
 82.220243   28.186636
 82.234623   28.181005
 82.248634   28.175312
 82.262444   28.169773
 82.276240   28.164573
 82.290158   28.159926
 82.304384   28.156018
 82.319072   28.153033
 82.334406   28.151187
 82.349833   28.148971
 82.365352   28.145032
 82.380841   28.139647
 82.396191   28.133154
 82.411280   28.125892
 82.425999   28.118199
 82.440210   28.110413
 82.453805   28.102874
 82.462827   28.097920
 82.471741   28.092935
 82.480410   28.087765
> No.2019   color.3
 82.480410   28.087765
 82.488709   28.082226
 82.496515   28.076133
 82.503705   28.069271
 82.510141   28.061486
 82.515715   28.052593
 82.519087   28.045669
 82.521905   28.038561
 82.524277   28.031329
 82.526309   28.024005
 82.528126   28.016620
 82.529821   28.009173
 82.531530   28.001696
 82.533347   27.994249
 82.539738   27.978186
 82.549022   27.966523
 82.560708   27.958676
 82.574288   27.953937
 82.589283   27.951691
 82.605187   27.951260
 82.621492   27.951968
 82.637688   27.953199
 82.643631   27.953845
 82.649697   27.954768
 82.655840   27.955814
 82.662075   27.956860
 82.668372   27.957784
 82.674684   27.958460
 82.680996   27.958768
 82.687309   27.958553
 82.695884   27.957630
 82.704429   27.956337
 82.712912   27.954614
 82.721319   27.952521
 82.729648   27.950121
 82.737870   27.947382
 82.745953   27.944367
 82.753913   27.941074
 82.761703   27.937320
 82.769232   27.933196
 82.776622   27.928888
 82.783982   27.924611
 82.791434   27.920580
 82.799086   27.917010
 82.807092   27.914087
 82.815529   27.912025
 82.825028   27.911133
 82.834512   27.911471
 82.844027   27.912671
 82.853541   27.914333
 82.863056   27.915994
 82.872570   27.917256
 82.882054   27.917656
 82.891538   27.916825
 82.899575   27.914825
 82.907365   27.911840
 82.915002   27.908209
 82.922608   27.904332
 82.930275   27.900516
 82.938112   27.897131
 82.946210   27.894577
 82.954678   27.893192
 82.963977   27.892884
 82.973492   27.893223
 82.983115   27.893992
 82.992768   27.894977
 83.002359   27.895900
 83.011812   27.896484
 83.021034   27.896546
 83.029933   27.895776
 83.037339   27.893315
 83.042805   27.888668
 83.046731   27.882360
 83.049441   27.874944
 83.051335   27.866882
 83.052753   27.858727
 83.054046   27.850972
 83.055617   27.844141
 83.058312   27.836725
 83.061900   27.829863
 83.066303   27.823616
 83.071446   27.817985
 83.077266   27.813000
 83.083702   27.808753
 83.090692   27.805245
 83.098174   27.802476
 83.111476   27.799860
 83.125333   27.799491
 83.139605   27.800783
 83.154107   27.803091
 83.168703   27.805799
 83.183190   27.808353
 83.197446   27.810076
 83.211287   27.810414
 83.221048   27.809676
 83.230409   27.808353
 83.239478   27.806475
 83.248315   27.804075
 83.257029   27.801213
 83.265697   27.797890
 83.274412   27.794136
 83.283249   27.790043
 83.301094   27.781735
 83.319154   27.773703
 83.337414   27.765887
 83.355797   27.758286
 83.374288   27.750931
 83.392825   27.743823
 83.411362   27.736899
 83.429853   27.730160
 83.450699   27.723883
 83.470961   27.720005
 83.490868   27.718097
 83.510621   27.717728
 83.530420   27.718497
 83.550496   27.719974
 83.571019   27.721728
 83.592219   27.723328
 83.602380   27.723666
 83.612603   27.723482
 83.622872   27.722836
 83.633126   27.721820
 83.643349   27.720558
 83.653510   27.719143
 83.663564   27.717635
 83.673479   27.716127
 83.684102   27.713911
 83.694633   27.710650
 83.705087   27.706741
 83.715480   27.702649
 83.725826   27.698710
 83.736172   27.695356
 83.746488   27.692955
 83.756818   27.691940
 83.766071   27.692494
 83.775647   27.694340
 83.785439   27.697140
 83.795369   27.700494
 83.805345   27.704095
 83.815276   27.707603
 83.825082   27.710680
 83.834674   27.712926
 83.847576   27.715326
 83.860570   27.717603
 83.873641   27.719696
 83.886789   27.721511
 83.899983   27.722896
 83.913223   27.723757
 83.926479   27.723973
 83.939735   27.723450
 83.958672   27.721819
 83.977363   27.719911
 83.995900   27.717941
 84.014359   27.716218
 84.032788   27.715018
 84.051294   27.714648
 84.069923   27.715387
 84.088768   27.717479
 84.106072   27.719818
 84.123393   27.721633
 84.140744   27.723141
 84.158110   27.724556
 84.175492   27.726033
 84.192905   27.727849
 84.210348   27.730157
 84.227792   27.733172
 84.244973   27.736895
 84.262093   27.741111
 84.279182   27.745634
 84.296225   27.750250
 84.313253   27.754773
 84.330327   27.759020
 84.347447   27.762774
 84.364613   27.765851
 84.378300   27.767759
 84.392079   27.769298
 84.405920   27.770590
 84.419791   27.771667
 84.433694   27.772621
 84.447581   27.773544
 84.461468   27.774467
 84.475309   27.775513
 84.485886   27.776375
 84.496463   27.777236
 84.507024   27.777944
 84.517570   27.778313
 84.528101   27.778221
 84.538586   27.777544
 84.549040   27.776097
 84.559447   27.773728
 84.571780   27.770312
 84.584020   27.766835
 84.596183   27.763235
 84.608253   27.759449
 84.620247   27.755449
 84.632164   27.751202
 84.644019   27.746587
 84.655797   27.741602
 84.664434   27.737417
 84.672841   27.732678
 84.681047   27.727569
 84.689100   27.722215
 84.697075   27.716676
 84.705035   27.711076
 84.712995   27.705598
 84.721048   27.700305
 84.735952   27.690766
 84.750594   27.681196
 84.765020   27.671503
 84.779247   27.661656
 84.793335   27.651562
 84.807284   27.641192
 84.821126   27.630483
 84.834921   27.619375
 84.843328   27.612389
 84.851642   27.605281
 84.859864   27.598142
 84.868024   27.590880
 84.876108   27.583556
 84.884130   27.576202
 84.892074   27.568785
 84.899973   27.561339
 84.906871   27.554630
 84.914184   27.547399
 84.921821   27.539829
 84.929720   27.532259
 84.937803   27.524935
 84.945963   27.518165
 84.954139   27.512196
 84.962253   27.507303
 84.970367   27.503579
 84.979220   27.500441
 84.988581   27.497825
 84.998249   27.495609
 85.008026   27.493763
 85.017695   27.492163
 85.027040   27.490747
 85.035877   27.489393
 85.061435   27.484808
 85.086269   27.479238
 85.110487   27.472499
 85.134259   27.464529
 85.157738   27.455236
 85.181064   27.444435
 85.204374   27.432064
 85.227808   27.418001
 85.249101   27.406246
 85.269039   27.398615
 85.288238   27.394338
 85.307314   27.392553
 85.326882   27.392522
 85.347574   27.393383
 85.369990   27.394337
 85.394747   27.394614
 85.426108   27.391814
 85.455484   27.384951
 85.483429   27.375166
 85.510495   27.363503
 85.537254   27.351071
 85.564259   27.338947
 85.592081   27.328238
 85.621287   27.320022
 85.646829   27.316391
 85.672202   27.316052
 85.697466   27.318083
 85.722700   27.321468
 85.747995   27.325252
 85.773429   27.328422
 85.799078   27.330022
 85.825036   27.329068
 85.852349   27.323898
 85.877876   27.314605
 85.902017   27.302050
 85.925112   27.287125
 85.947560   27.270724
 85.969732   27.253768
 85.991995   27.237090
 86.014736   27.221611
 86.034259   27.209918
 86.053520   27.199609
 86.072688   27.190470
 86.091995   27.182223
 86.111641   27.174715
 86.131856   27.167668
 86.152841   27.160836
 86.174796   27.154036
 86.202140   27.144927
 86.228914   27.134618
 86.255273   27.123356
 86.281324   27.111293
 86.307190   27.098707
 86.333009   27.085721
 86.358875   27.072612
 86.384942   27.059565
 86.419999   27.041994
 86.454580   27.024300
 86.488837   27.006483
 86.522971   26.988543
 86.557135   26.970510
 86.591516   26.952354
 86.626281   26.934137
 86.661631   26.915797
 86.678182   26.907212
 86.695780   26.898165
 86.714164   26.889118
 86.733101   26.880532
 86.752346   26.872962
 86.771638   26.866808
 86.790729   26.862561
 86.809389   26.860715
 86.830297   26.860315
 86.851097   26.860161
 86.871820   26.860068
 86.892527   26.859822
 86.913235   26.859176
 86.933988   26.858006
 86.954819   26.856067
 86.975773   26.853144
 86.981131   26.852036
 86.986196   26.850651
 86.991062   26.849021
 86.995819   26.847174
 87.000546   26.845236
 87.005365   26.843235
 87.010338   26.841235
 87.015588   26.839296
 87.022270   26.837296
 87.029152   26.835819
 87.036203   26.834835
 87.043347   26.834250
 87.050537   26.834004
 87.057742   26.834065
 87.064886   26.834342
 87.071937   26.834804
 87.081067   26.835911
 87.090073   26.837635
 87.099018   26.839727
 87.107917   26.842035
 87.116816   26.844312
 87.125761   26.846312
 87.134782   26.847881
 87.143927   26.848774
 87.153873   26.848743
 87.163373   26.847666
 87.172549   26.845696
 87.181479   26.842988
 87.190254   26.839696
 87.198938   26.835942
 87.207652   26.831910
 87.216459   26.827725
 87.229469   26.822094
 87.242694   26.817232
 87.256104   26.812893
 87.269622   26.808831
 87.283171   26.804769
 87.296658   26.800492
 87.310037   26.795722
 87.323217   26.790245
 87.359075   26.776059
 87.395441   26.765688
 87.432206   26.759041
 87.469249   26.755964
 87.506492   26.756333
 87.543811   26.759995
 87.581100   26.766857
 87.618249   26.776765
 87.647054   26.786274
 87.674890   26.796244
 87.702201   26.806121
 87.729405   26.815322
 87.756932   26.823230
 87.785245   26.829323
 87.814743   26.832985
 87.845858   26.833631
 87.874695   26.830984
 87.902885   26.825537
 87.930660   26.818183
 87.958219   26.809751
 87.985732   26.801104
 88.013446   26.793103
 88.041544   26.786610
 88.070242   26.782487
 88.094875   26.781933
 88.118708   26.784364
 88.142002   26.788825
 88.165034   26.794487
 88.188065   26.800488
 88.211359   26.805934
 88.235176   26.809996
 88.259779   26.811781
 88.287537   26.813042
 88.312771   26.815935
 88.336111   26.820520
 88.358235   26.826735
 88.379804   26.834644
 88.401465   26.844275
 88.423881   26.855599
 88.447697   26.868646
 88.470174   26.880463
 88.497270   26.893940
 88.526906   26.909019
 88.557004   26.925697
 88.585470   26.943883
 88.610195   26.963546
 88.629099   26.984625
 88.640121   27.007057
 88.652145   27.021428
 88.676623   27.031921
 88.709801   27.039121
 88.747952   27.043522
 88.787319   27.045706
 88.824146   27.046198
 88.854707   27.045521
 88.875260   27.044229
 88.900926   27.039767
 88.923651   27.032074
 88.944112   27.021703
 88.963004   27.009241
 88.980987   26.995178
 88.998755   26.980069
 89.017000   26.964437
 89.036370   26.948897
 89.062405   26.931664
 89.089688   26.918186
 89.118032   26.908062
 89.147254   26.900800
 89.177138   26.895968
 89.207499   26.893106
 89.238167   26.891721
 89.268928   26.891352
> No.2020   color.3
 76.788990   31.528823
 76.771761   31.712606
 76.720072   31.902131
 76.662640   32.016995
 76.530547   32.126116
 76.352508   32.223750
 76.082577   32.309898
 76.002173   32.378817
 75.933254   32.453478
 75.858593   32.505167
 75.732242   32.574085
 75.542717   32.643004
 75.364678   32.688949
 75.232584   32.740638
 75.025829   32.878475
 74.945424   32.953136
 74.784615   33.033541
 74.646778   33.148405
 74.549144   33.246039
 74.445766   33.395362
 74.371105   33.498740
 74.256241   33.636576
 74.181579   33.780156
> No.2021   color.3
 92.120522   26.938748
 92.106036   26.939220
 92.089978   26.940082
 92.081140   26.941128
 92.070086   26.943066
 92.057569   26.945436
 92.044359   26.947805
 92.031196   26.949744
 92.018848   26.950821
 92.008056   26.950575
 91.999573   26.948575
 91.989304   26.943405
 91.979589   26.937189
 91.970306   26.930204
 91.961300   26.922665
 91.952463   26.914880
 91.943688   26.907095
 91.934821   26.899525
 91.925738   26.892447
 91.905986   26.878877
 91.887111   26.867953
 91.868636   26.859460
 91.850085   26.853275
 91.830963   26.849182
 91.810764   26.847029
 91.789010   26.846629
 91.765207   26.847829
 91.754230   26.849460
 91.744007   26.852291
 91.734323   26.856014
 91.724946   26.860261
 91.715647   26.864723
 91.706224   26.869062
 91.696448   26.872877
 91.686101   26.875893
 91.659420   26.879801
 91.633032   26.879525
 91.606982   26.875770
 91.581333   26.869339
 91.556115   26.860969
 91.531405   26.851399
 91.507203   26.841368
 91.483602   26.831644
 91.465620   26.824844
 91.447469   26.818659
 91.429225   26.812873
 91.410920   26.807242
 91.392630   26.801611
 91.374432   26.795765
 91.356373   26.789487
 91.338530   26.782594
 91.321718   26.777917
 91.304490   26.776809
 91.286939   26.778379
 91.269202   26.781795
 91.251389   26.786134
 91.233622   26.790472
 91.216039   26.793919
 91.198750   26.795642
 91.187341   26.796012
 91.175902   26.796442
 91.164448   26.796873
 91.152978   26.797273
 91.141461   26.797643
 91.129899   26.797951
 91.118306   26.798135
 91.106651   26.798228
 91.096367   26.798135
 91.086205   26.797858
 91.076152   26.797397
 91.066175   26.796782
 91.056245   26.795981
 91.046299   26.794966
 91.036323   26.793797
 91.026285   26.792443
 91.016339   26.790566
 91.006163   26.787950
 90.995817   26.784996
 90.985394   26.782011
 90.974941   26.779334
 90.964548   26.777334
 90.954310   26.776288
 90.944257   26.776626
 90.936004   26.777673
 90.927691   26.778996
 90.919330   26.780504
 90.910955   26.782073
 90.902549   26.783704
 90.894142   26.785243
 90.885752   26.786658
 90.877376   26.787889
 90.856653   26.790659
 90.835915   26.793521
 90.815191   26.796321
 90.794438   26.798906
 90.773668   26.801183
 90.752853   26.802968
 90.731976   26.804107
 90.711022   26.804507
 90.693086   26.804476
 90.675319   26.804630
 90.657691   26.805153
 90.640201   26.806323
 90.622834   26.808323
 90.605606   26.811431
 90.588470   26.815832
 90.571426   26.821740
 90.559679   26.827094
 90.548270   26.833341
 90.537077   26.840142
 90.525976   26.847158
 90.514844   26.854020
 90.503528   26.860420
 90.491934   26.866021
 90.479925   26.870421
 90.446670   26.876207
 90.414262   26.874022
 90.382793   26.865406
 90.352356   26.851774
 90.323013   26.834634
 90.294840   26.815464
 90.267913   26.795677
 90.242327   26.776753
 90.229426   26.767398
 90.216124   26.757890
 90.202422   26.748504
 90.188320   26.739581
 90.173787   26.731457
 90.158854   26.724472
 90.143474   26.718964
 90.127662   26.715271
 90.113975   26.713733
 90.100381   26.713579
 90.086832   26.714533
 90.073238   26.716195
 90.059504   26.718349
 90.045540   26.720626
 90.031299   26.722749
 90.016688   26.724380
 89.997412   26.724565
 89.979923   26.722042
 89.963727   26.717364
 89.948362   26.711149
 89.933336   26.703948
 89.918156   26.696347
 89.902376   26.688931
 89.885472   26.682285
 89.867536   26.676869
 89.848060   26.672500
 89.827491   26.669022
 89.806276   26.666561
 89.784860   26.665022
 89.763691   26.664407
 89.743199   26.664715
 89.723846   26.665915
 89.703216   26.669546
 89.683693   26.676224
 89.665125   26.685394
 89.647373   26.696472
 89.630298   26.708873
 89.613747   26.721982
 89.597580   26.735306
 89.581644   26.748200
 89.573530   26.754539
 89.565278   26.760785
 89.556871   26.766848
 89.548295   26.772633
 89.539519   26.778079
 89.530497   26.783095
 89.521213   26.787619
 89.511652   26.791527
 89.506725   26.793342
 89.501767   26.795189
 89.496825   26.797066
 89.491914   26.799035
 89.487064   26.801128
 89.482291   26.803343
 89.477610   26.805805
 89.473084   26.808452
 89.468773   26.811529
 89.464939   26.814914
 89.461413   26.818545
 89.458087   26.822268
 89.454823   26.826022
 89.451513   26.829746
 89.448018   26.833315
 89.444184   26.836639
 89.435069   26.841993
 89.424661   26.845132
 89.413391   26.846332
 89.401644   26.845932
 89.389820   26.844270
 89.378335   26.841655
 89.367574   26.838393
 89.357951   26.834793
 89.334966   26.822884
 89.316769   26.809406
 89.301482   26.795928
 89.287211   26.784019
 89.272092   26.775219
 89.254264   26.771126
 89.231832   26.773250
 89.202918   26.783158
 89.181517   26.792205
 89.159562   26.801345
 89.137545   26.810915
 89.115898   26.821285
 89.095143   26.832917
 89.075744   26.846149
 89.058176   26.861381
 89.042917   26.879044
> No.2029   color.3
 74.034324   37.760303
 73.972343   37.812748
 73.927049   37.834203
 73.865068   37.855658
 73.807855   37.865194
 73.729187   37.860426
 73.660054   37.843739
 73.598073   37.822284
 73.462192   37.800829
 73.354917   37.784142
 73.295320   37.767454
 73.199965   37.762687
 73.085538   37.755535
 72.978263   37.753151
 72.832847   37.767454
 72.774144   37.776541
 72.691503   37.779720
 72.612040   37.770184
 72.564363   37.751113
 72.500792   37.751113
 72.424508   37.741577
 72.380009   37.741577
> No.2030   color.3
 74.364313   37.721010
 74.378253   37.717396
 74.404934   37.704284
> No.2031   color.3
 74.404934   37.704284
 74.424701   37.687648
 74.457316   37.671366
 74.514009   37.640257
 74.572089   37.612170
 74.592465   37.604465
 74.606982   37.598972
 74.706340   37.550089
 74.762040   37.531971
 74.800661   37.515094
> No.2032   color.3
 74.215312   37.662784
 74.250449   37.647020
 74.330622   37.611278
 74.335815   37.608959
 74.397485   37.582006
 74.430381   37.570159
 74.477265   37.549965
 74.495345   37.540270
> No.2033   color.3
 74.538217   37.528617
 74.697143   37.439619
 74.699996   37.439008
> No.2034   color.3
 74.699996   37.439008
 74.802987   37.416938
> No.2035   color.3
 74.802987   37.416938
 74.811161   37.415187
> No.2036   color.3
 74.811161   37.415187
 74.875140   37.401477
 74.891501   37.400616
> No.2037   color.3
 74.891501   37.400616
 74.935531   37.398298
 74.992744   37.388763
 75.091278   37.344264
 75.189812   37.334728
 75.285167   37.328371
> No.2042   color.3
 73.006942   33.978595
 73.007241   33.978762
 73.031184   33.992184
 73.058497   34.002098
 73.104536   34.024871
 73.149696   34.051380
 73.166048   34.062294
 73.170102   34.064998
 73.205283   34.091946
 73.232637   34.116612
 73.244541   34.132611
 73.253644   34.148327
 73.261837   34.165431
 73.263093   34.171478
 73.265172   34.184119
 73.268286   34.201897
 73.278340   34.238133
 73.282617   34.250404
 73.300937   34.269113
 73.332066   34.291848
 73.332867   34.292432
 73.339449   34.298713
 73.352506   34.314519
 73.359730   34.338627
 73.362509   34.361404
 73.363057   34.399655
 73.362622   34.449657
 73.360327   34.505107
 73.359517   34.537904
 73.363259   34.586260
 73.365588   34.619669
 73.367487   34.633780
 73.368758   34.642832
 73.369429   34.647600
 73.370610   34.666678
 73.370640   34.671421
 73.382020   34.689433
 73.396400   34.699147
 73.408770   34.705402
 73.427721   34.710821
 73.444972   34.713107
 73.473030   34.712595
 73.493513   34.709856
 73.512662   34.706391
 73.527169   34.702767
 73.538656   34.697663
 73.551870   34.693022
 73.562810   34.681642
 73.567052   34.677018
 73.571704   34.659401
 73.574423   34.647817
 73.575498   34.635186
 73.578451   34.601710
 73.580953   34.581519
 73.584373   34.570005
 73.588622   34.557684
 73.596186   34.537096
 73.602631   34.524396
 73.603951   34.521914
 73.604579   34.520735
 73.612832   34.512947
 73.618541   34.508703
 73.618825   34.508492
 73.643724   34.491650
 73.659722   34.479573
 73.704384   34.443899
 73.707612   34.441249
 73.731233   34.412727
 73.733943   34.403515
 73.737422   34.373365
 73.740489   34.330749
 73.741381   34.324324
 73.752377   34.291347
 73.771466   34.264174
 73.808353   34.229227
 73.864115   34.191326
 73.930276   34.154972
 73.963290   34.137072
 73.995035   34.123185
 74.071943   34.093081
 74.094132   34.073258
 74.104535   34.045841
 74.117997   33.992700
 74.144004   33.935697
 74.180481   33.887636
 74.199510   33.868987
> No.2043   color.3
 77.828491   34.356074
 77.650494   34.534071
 77.536068   34.631545
 77.476735   34.779875
 77.417403   34.923968
 77.328405   35.034156
 77.239407   35.140107
 77.163122   35.229105
> No.2044   color.3
 78.608285   33.572042
 78.286196   33.868703
 78.095485   34.106031
 77.930203   34.262838
> No.2045   color.3
 72.796361   35.100885
 72.809993   35.103478
 72.821093   35.105457
 72.843220   35.101135
 72.873068   35.085755
 72.893337   35.060564
 72.940624   34.985249
 72.947295   34.974363
 72.973432   34.945362
 72.999849   34.927681
 73.006221   34.920895
 73.047925   34.901459
 73.087140   34.882859
 73.118212   34.871685
 73.155629   34.867199
 73.217040   34.867584
 73.249961   34.870874
 73.308450   34.877520
 73.336203   34.881921
 73.412817   34.894976
 73.445721   34.898476
 73.493512   34.905342
 73.532434   34.913527
 73.575630   34.919908
 73.592170   34.923430
 73.625816   34.928868
 73.653924   34.935691
 73.682988   34.942872
 73.708455   34.951904
 73.725568   34.960962
 73.750427   34.976804
 73.767745   34.991652
 73.787884   35.000709
 73.801632   35.012462
 73.831841   35.040620
 73.841904   35.050095
 73.865010   35.081429
 73.931906   35.145176
 73.981861   35.176767
 74.006639   35.189233
 74.029958   35.195228
 74.066419   35.200768
 74.119627   35.203967
 74.139975   35.202236
 74.179895   35.199520
 74.218053   35.199932
 74.227622   35.201067
 74.235758   35.202898
 74.243972   35.206661
 74.302022   35.236609
 74.359336   35.272510
 74.372453   35.282473
 74.471319   35.360758
 74.553891   35.426255
 74.566627   35.436984
 74.587437   35.460788
 74.625033   35.503360
 74.660239   35.546539
 74.675091   35.588527
 74.685809   35.612828
 74.713816   35.652351
 74.735675   35.700706
 74.749509   35.732695
 74.754696   35.747717
 74.785680   35.804538
 74.797526   35.823144
 74.819116   35.853022
 74.836332   35.885559
 74.852667   35.900954
 74.864834   35.911873
