> No.0   color.3
104.291798   31.656541
104.292320   31.657553
104.292712   31.658435
> No.1228   color.3
104.293775   31.659953
104.295213   31.661596
104.296805   31.663188
104.298345   31.664266
104.299424   31.665139
104.300861   31.666269
104.303326   31.667912
> No.1229   color.3
104.305175   31.670223
104.307948   31.672226
104.310721   31.673817
104.312569   31.674896
> No.1230   color.3
104.314110   31.674536
104.315239   31.676025
104.316831   31.678798
104.318166   31.680493
104.319655   31.682239
> No.1231   color.3
104.372346   31.719388
104.369791   31.718071
104.367390   31.717065
104.365145   31.716523
104.363751   31.715594
104.362667   31.714897
104.361041   31.713348
104.359725   31.712264
104.358021   31.711412
104.355699   31.710251
104.352059   31.708935
104.348962   31.707464
104.347414   31.706767
> No.1232   color.3
103.592774   31.071888
103.595881   31.073973
103.601479   31.077794
103.606583   31.081847
103.608162   31.083333
103.609407   31.084438
103.610972   31.085194
103.611611   31.085861
103.611722   31.086000
103.611694   31.086083
103.611639   31.086222
103.611806   31.086528
103.611944   31.086778
103.612361   31.087083
103.612528   31.087389
103.612694   31.087583
103.612944   31.087722
103.613028   31.087833
103.613337   31.088017
103.613389   31.088167
103.613528   31.088306
103.613694   31.088444
103.614056   31.088694
103.614278   31.088861
103.614500   31.089000
103.614889   31.089306
103.615472   31.089722
103.615694   31.089917
103.615810   31.089982
103.616111   31.090250
103.616810   31.090771
103.617222   31.091222
103.618020   31.091771
103.620195   31.093016
103.622143   31.093648
103.622809   31.094314
103.623178   31.094999
103.623441   31.095665
103.623792   31.096437
> No.1233   color.3
103.624583   31.099722
103.629080   31.102880
103.635431   31.108285
103.638133   31.110650
103.639620   31.112069
103.642457   31.113758
103.647187   31.115514
103.650294   31.117203
103.653537   31.118419
103.655226   31.119230
103.656443   31.119771
103.661848   31.123216
103.664280   31.125243
103.673333   31.131324
103.676576   31.133959
103.678873   31.136661
103.681914   31.138823
103.684481   31.140175
103.687791   31.142945
103.690764   31.144499
103.691913   31.145377
103.698399   31.150309
103.700358   31.152741
103.701980   31.154633
103.702385   31.156727
103.702858   31.160038
103.704209   31.162538
103.707249   31.165578
103.710659   31.167661
103.712641   31.168878
103.714240   31.170061
103.716361   31.171451
103.716326   31.171486
103.716291   31.171486
> No.1234   color.3
104.696578   32.068916
104.698028   32.070442
104.701156   32.072806
104.704207   32.074942
104.706724   32.077689
104.708937   32.080664
104.711683   32.083563
104.711607   32.083563
104.711683   32.083563
> No.1235   color.3
104.883161   32.241066
104.885044   32.242435
104.888674   32.244566
104.892856   32.246302
104.897117   32.248353
> No.1236   color.3
104.390075   31.734015
104.391220   31.734572
104.392582   31.735284
104.393542   31.735810
104.395584   31.736831
104.396606   31.737264
104.397844   31.737760
104.397844   31.737729
> No.1237   color.3
104.398060   31.737419
104.399113   31.738007
104.400320   31.738688
104.401279   31.739214
104.402486   31.739957
104.403043   31.740297
> No.1238   color.3
104.403105   31.739833
104.403786   31.740576
104.404591   31.741288
104.405705   31.742123
104.406355   31.742835
104.407283   31.743671
104.407933   31.744383
104.408181   31.744599
> No.1239   color.3
104.421464   31.779474
104.421466   31.779474
> No.1240   color.3
104.421466   31.779474
104.421546   31.779470
104.421643   31.779466
104.421713   31.779437
104.421777   31.779415
104.421856   31.779416
104.421988   31.779416
104.422093   31.779377
104.422186   31.779327
104.422245   31.779294
104.422363   31.779272
104.422449   31.779283
104.422541   31.779261
104.422640   31.779223
104.422680   31.779178
104.422726   31.779116
104.422805   31.779066
104.422878   31.779027
104.422991   31.779020
> No.1241   color.3
104.426752   31.777119
104.426720   31.777185
104.426687   31.777258
104.426601   31.777285
104.426529   31.777307
104.426470   31.777335
104.426384   31.777396
104.426331   31.777441
104.426233   31.777485
104.426167   31.777530
104.426107   31.777563
104.426035   31.777580
104.425983   31.777602
104.425943   31.777641
104.425897   31.777674
104.425831   31.777685
104.425706   31.777730
104.425633   31.777791
104.425581   31.777830
104.425541   31.777864
104.425475   31.777908
104.425423   31.777936
104.425344   31.777936
104.425265   31.777918
104.425206   31.777929
104.425153   31.777968
104.425087   31.778035
104.424975   31.778108
104.424896   31.778175
104.424830   31.778253
> No.1242   color.3
104.428913   31.801951
104.428744   31.801805
104.428673   31.801760
104.428595   31.801676
104.428523   31.801597
104.428438   31.801468
104.428438   31.801404
104.428404   31.801319
104.428364   31.801201
104.428364   31.801007
104.428354   31.800918
104.428414   31.800854
104.428448   31.800799
104.428429   31.800715
> No.1243   color.3
104.424983   31.788123
104.424976   31.788042
104.425040   31.787928
104.425111   31.787813
104.425120   31.787739
104.425136   31.787611
104.425137   31.787523
104.425161   31.787456
104.425146   31.787354
104.425067   31.787286
104.425068   31.787171
104.425148   31.787050
104.425204   31.786969
104.425120   31.786753
104.425075   31.786662
> No.1244   color.3
104.408400   31.744587
104.408410   31.744602
104.408420   31.744652
104.408461   31.744681
104.408481   31.744700
> No.1245   color.3
104.427302   31.770501
104.427364   31.770529
> No.1246   color.3
104.427364   31.770529
104.427481   31.770583
> No.1247   color.3
104.419973   31.780365
104.419969   31.780537
104.419931   31.780777
104.419935   31.780842
> No.1248   color.3
104.420126   31.780846
104.420113   31.780948
104.420113   31.780992
104.420118   31.781058
104.420140   31.781168
104.420183   31.781236
104.420294   31.781324
104.420443   31.781416
104.420535   31.781477
104.420566   31.781534
104.420546   31.781546
104.420549   31.781612
104.420522   31.781665
104.420522   31.781753
104.420566   31.781837
104.420602   31.781947
104.420698   31.782039
104.420751   31.782123
104.420742   31.782206
104.420720   31.782290
104.420725   31.782365
> No.1249   color.3
104.423098   31.778831
104.423281   31.778876
104.423483   31.778834
104.423539   31.778769
104.423630   31.778661
104.423689   31.778609
104.423884   31.778537
104.424028   31.778514
104.424292   31.778348
> No.1250   color.3
104.424298   31.778345
104.424518   31.778281
104.424733   31.778264
104.424820   31.778246
104.424820   31.778240
> No.1251   color.3
104.447590   31.816270
104.447656   31.816339
104.447726   31.816432
104.447780   31.816530
104.447795   31.816626
104.447862   31.816849
104.447943   31.816990
104.448016   31.817096
104.448048   31.817145
104.448102   31.817183
> No.1252   color.3
104.448102   31.817183
104.448105   31.817185
> No.1253   color.3
104.447614   31.816250
104.447633   31.816193
104.447638   31.816137
104.447643   31.816064
104.447644   31.816003
104.447625   31.815926
104.447621   31.815874
104.447631   31.815757
104.447641   31.815668
104.447613   31.815530
104.447614   31.815462
104.447605   31.815284
104.447582   31.815191
> No.1254   color.3
104.447973   31.817912
104.448049   31.817920
104.448105   31.817933
104.448181   31.817961
104.448233   31.818018
104.448270   31.818055
> No.1255   color.3
104.449088   31.819877
104.449125   31.819958
104.449124   31.820059
104.449152   31.820152
104.449156   31.820277
104.449165   31.820346
104.449279   31.820391
104.449354   31.820484
104.449373   31.820525
104.449410   31.820541
104.449528   31.820622
104.449561   31.820695
104.449678   31.820817
104.449730   31.820934
104.449786   31.820991
104.449833   31.821056
104.449885   31.821101
104.449875   31.821177
104.449856   31.821238
104.449860   31.821307
> No.1256   color.3
104.449916   31.821329
104.449935   31.821364
104.449957   31.821406
104.449934   31.821477
104.449903   31.821494
104.449896   31.821542
104.449910   31.821629
104.449917   31.821700
104.449982   31.821723
104.450069   31.821756
104.450099   31.821779
104.450152   31.821792
> No.1257   color.3
104.447689   31.817220
104.447714   31.817271
104.447740   31.817341
104.447744   31.817397
104.447778   31.817470
104.447778   31.817525
104.447777   31.817577
104.447764   31.817636
> No.1258   color.3
104.447760   31.817665
104.447755   31.817713
104.447763   31.817790
104.447754   31.817838
104.447754   31.817897
104.447754   31.817948
> No.1259   color.3
104.448274   31.818068
104.448291   31.818182
104.448342   31.818293
104.448397   31.818389
104.448453   31.818474
104.448491   31.818540
104.448559   31.818618
104.448658   31.818762
104.448658   31.818765
> No.1260   color.3
104.448997   31.819653
104.448946   31.819561
104.448890   31.819513
104.448869   31.819447
104.448865   31.819373
104.448883   31.819259
104.448888   31.819186
104.448871   31.819094
104.448841   31.819031
104.448781   31.818979
104.448730   31.818931
104.448696   31.818890
104.448653   31.818791
> No.1261   color.3
104.466372   31.836430
104.466425   31.836470
> No.1262   color.3
104.466425   31.836470
104.466461   31.836498
> No.1263   color.3
104.466461   31.836498
104.466461   31.836498
104.466463   31.836498
> No.1264   color.3
104.466463   31.836498
104.466543   31.836520
> No.1265   color.3
104.466543   31.836520
104.466605   31.836537
104.466621   31.836546
> No.1266   color.3
104.466621   31.836546
104.466662   31.836572
> No.1267   color.3
104.466662   31.836572
104.466674   31.836579
104.466733   31.836647
> No.1268   color.3
104.466733   31.836647
104.466766   31.836685
> No.1269   color.3
104.466766   31.836685
104.466822   31.836750
104.466887   31.836801
104.466892   31.836810
> No.1270   color.3
104.466892   31.836810
104.466975   31.836958
104.467094   31.837069
104.467147   31.837149
> No.1271   color.3
104.467147   31.837149
104.467148   31.837149
104.467149   31.837150
> No.1272   color.3
104.467149   31.837150
104.467276   31.837243
104.467349   31.837286
> No.1273   color.3
104.467349   31.837286
104.467549   31.837405
> No.1274   color.3
104.451854   31.823506
104.451760   31.823412
104.451600   31.823330
104.451490   31.823242
104.451388   31.823154
104.451250   31.823041
104.451152   31.822936
104.451061   31.822824
104.450967   31.822722
104.450872   31.822615
104.450771   31.822521
104.450552   31.822352
104.450480   31.822264
104.450378   31.822201
104.450312   31.822126
104.450276   31.821988
104.450255   31.821882
104.450189   31.821857
104.450153   31.821807
> No.1275   color.3
104.422798   31.784153
104.422839   31.784192
104.422902   31.784235
104.422947   31.784282
104.422984   31.784298
> No.1276   color.3
104.423255   31.784438
104.423332   31.784501
104.423409   31.784567
104.423436   31.784575
104.423491   31.784583
> No.1277   color.3
104.430012   31.802747
104.429756   31.802570
104.429510   31.802437
104.429295   31.802252
104.429059   31.802040
104.428916   31.801942
> No.1278   color.3
104.428006   31.801776
104.427935   31.801609
104.427794   31.801442
104.427788   31.801449
> No.1279   color.3
104.427846   31.801269
104.427743   31.801141
104.427628   31.801058
104.427506   31.801000
104.427358   31.800827
> No.1280   color.3
104.427538   31.800731
104.427455   31.800628
104.427346   31.800397
> No.1281   color.3
104.427698   31.799623
104.427665   31.799562
104.427632   31.799426
104.427624   31.799422
> No.1282   color.3
104.425143   31.786594
104.425082   31.786255
104.424954   31.785968
104.424780   31.785726
104.424644   31.785560
104.424508   31.785446
104.424365   31.785386
104.424214   31.785242
104.424115   31.785053
104.424032   31.784925
> No.1283   color.3
104.419792   31.780886
104.419779   31.780970
104.419726   31.781084
104.419708   31.781093
104.419704   31.781102
> No.1284   color.3
104.422173   31.783917
104.422113   31.783832
104.422073   31.783777
104.422023   31.783742
104.421953   31.783682
104.421883   31.783642
104.421793   31.783622
104.421698   31.783557
> No.1285   color.3
104.421658   31.783532
104.421552   31.783376
104.421492   31.783286
104.421482   31.783206
104.421462   31.783116
> No.1286   color.3
104.421472   31.783106
104.421422   31.782976
104.421382   31.782921
104.421302   31.782831
104.421257   31.782791
104.421152   31.782720
104.421117   31.782635
104.421097   31.782580
104.421097   31.782525
104.421097   31.782440
> No.1287   color.3
104.420753   31.782741
104.420823   31.782779
104.420878   31.782808
104.420904   31.782850
104.420955   31.782872
> No.1288   color.3
104.422848   31.784059
104.422694   31.783996
104.422569   31.783985
104.422449   31.783985
104.422318   31.783956
> No.1289   color.3
104.425351   31.768792
104.425293   31.768763
104.425252   31.768705
104.425198   31.768610
104.425136   31.768532
104.425091   31.768474
104.425024   31.768383
104.424921   31.768300
> No.1290   color.3
104.426671   31.775557
104.426527   31.775477
104.426431   31.775381
104.426342   31.775253
104.426278   31.775188
104.426222   31.775116
104.426158   31.775004
104.426094   31.774924
> No.1291   color.3
104.427391   31.770984
104.427315   31.771288
104.427406   31.771501
104.427406   31.771745
104.427376   31.772277
104.427437   31.772657
104.427345   31.772961
104.427361   31.773372
104.427513   31.773737
104.427543   31.774072
104.427543   31.774437
104.427543   31.774680
104.427543   31.774893
104.427421   31.775015
104.427285   31.775213
104.427224   31.775563
104.427178   31.775760
104.427178   31.776049
104.427148   31.776293
104.426980   31.776779
104.426859   31.776932
104.426783   31.777038
> No.1292   color.3
104.408619   31.744751
104.409175   31.744974
104.409824   31.745443
104.410184   31.746056
104.410617   31.746525
104.411122   31.746669
> No.1293   color.3
104.411329   31.746664
104.412194   31.746808
104.412627   31.746628
104.413420   31.746376
104.414069   31.746484
104.414682   31.747205
104.415728   31.748503
104.416305   31.749008
104.416846   31.749693
104.417747   31.750090
104.418288   31.750847
104.419045   31.751207
104.420019   31.752145
> No.1294   color.3
104.382268   31.725207
104.382294   31.725351
104.382458   31.725485
104.382612   31.725639
104.382807   31.725772
104.383141   31.725957
104.383269   31.726178
> No.1295   color.3
104.383295   31.726255
104.383516   31.726547
104.383685   31.726686
104.383808   31.726927
104.383849   31.727138
104.383998   31.727276
104.384183   31.727456
104.384301   31.727595
104.384476   31.727656
104.384584   31.727810
104.384584   31.727995
104.384635   31.728231
104.384789   31.728411
104.385020   31.728650
104.385164   31.728850
104.385354   31.729214
104.385436   31.729374
> No.1296   color.3
104.427618   31.799415
104.427495   31.799367
104.427424   31.799309
104.427365   31.799221
104.427320   31.799106
104.427230   31.798950
104.427160   31.798848
104.427084   31.798779
104.427037   31.798745
104.426988   31.798651
104.426918   31.798544
> No.1297   color.3
104.428342   31.800655
104.427979   31.800125
104.427693   31.799630
> No.1298   color.3
104.437288   31.806446
104.437493   31.806639
104.437711   31.806844
104.438006   31.807010
104.438326   31.807126
104.438749   31.807343
104.438749   31.807356
> No.1299   color.3
104.439378   31.808989
104.439679   31.809212
104.439950   31.809409
104.440306   31.809576
104.440903   31.809723
104.441262   31.809852
> No.1300   color.3
104.445343   31.814469
104.445509   31.814533
104.445855   31.814597
104.446099   31.814815
104.446304   31.815097
104.446432   31.815186
104.446496   31.815238
104.446637   31.815366
104.446944   31.815520
104.447085   31.815609
104.447252   31.815763
104.447252   31.815776
> No.1301   color.3
104.451897   31.823554
104.451930   31.823608
104.451944   31.823635
104.451971   31.823709
104.451980   31.823744
104.452009   31.823910
104.452031   31.824143
104.452007   31.824350
104.452011   31.824580
104.452022   31.824690
104.452047   31.824814
104.452119   31.824994
104.452167   31.825089
> No.1302   color.3
104.454060   31.826405
104.454363   31.826685
104.454834   31.827123
104.455093   31.827393
104.455508   31.827763
104.455710   31.827909
> No.1303   color.3
104.453869   31.826191
104.453577   31.825888
104.453285   31.825675
104.453105   31.825529
> No.1304   color.3
104.456757   31.828815
104.456876   31.828935
104.457362   31.829512
104.457609   31.829759
104.457939   31.830117
104.458251   31.830428
> No.1305   color.3
104.468539   31.838526
104.468552   31.838541
104.468610   31.838590
104.468692   31.838680
104.468781   31.838739
104.468867   31.838789
104.468901   31.838804
104.469011   31.838890
104.469060   31.838942
104.469119   31.838991
104.469230   31.839100
104.469268   31.839141
> No.1306   color.3
104.469323   31.839105
104.469351   31.839140
104.469388   31.839180
104.469417   31.839227
104.469427   31.839274
104.469430   31.839311
104.469448   31.839344
104.469481   31.839370
104.469500   31.839400
104.469569   31.839479
104.469600   31.839502
104.469640   31.839519
104.469730   31.839570
104.469782   31.839601
> No.1307   color.3
104.469898   31.839558
104.469919   31.839598
104.469990   31.839648
104.470018   31.839699
104.470020   31.839700
> No.1308   color.3
104.469962   31.839704
104.470000   31.839730
104.470011   31.839740
104.470070   31.839780
104.470101   31.839799
104.470131   31.839819
104.470190   31.839845
104.470225   31.839865
> No.1309   color.3
104.459799   31.831801
104.460018   31.831986
104.460250   31.832185
104.460309   31.832224
104.460621   31.832450
104.460892   31.832622
104.461025   31.832701
104.461243   31.832860
104.461481   31.832946
104.461773   31.833022
104.462168   31.833147
104.462581   31.833397
104.462894   31.833598
104.463257   31.833835
104.463545   31.834036
104.464008   31.834248
104.464358   31.834424
104.465071   31.834824
104.465334   31.835012
104.465547   31.835225
104.465672   31.835462
104.465797   31.835688
104.465898   31.835900
104.465985   31.836101
104.466285   31.836338
104.466386   31.836414
104.466373   31.836426
> No.1310   color.3
104.487555   31.849652
104.484938   31.848313
104.480261   31.845923
104.477726   31.844336
104.477005   31.843883
104.472287   31.841039
104.470247   31.839906
104.470226   31.839906
> No.1311   color.3
103.878276   31.351135
103.886972   31.353390
103.894701   31.357899
103.902108   31.364662
103.908549   31.372069
103.915312   31.380120
103.922720   31.387527
103.925618   31.389460
103.930127   31.394613
> No.1312   color.3
103.938820   31.396489
103.941752   31.399584
103.945173   31.403493
103.950385   31.409357
103.954945   31.414732
103.960320   31.420432
103.965695   31.427110
103.969279   31.431508
103.973351   31.435417
103.977911   31.437860
103.980354   31.439326
> No.1313   color.3
103.495191   31.067018
103.496736   31.067230
103.499409   31.067430
103.501949   31.068299
103.504488   31.068566
103.507696   31.069168
103.509100   31.069569
> No.1338   color.3
103.342316   30.901076
103.342293   30.901047
> No.1341   color.3
105.830368   36.971918
105.817330   37.007402
105.804261   37.025581
105.775723   37.060957
105.743584   37.098224
105.707839   37.131610
105.670868   37.168820
105.632674   37.200242
105.609978   37.221205
105.556207   37.255358
105.528705   37.273379
105.492817   37.295164
105.459307   37.314076
105.428179   37.331079
105.375501   37.352663
> No.1342   color.3
105.327707   37.349281
105.272661   37.360218
105.222393   37.369263
105.179314   37.374527
105.126642   37.382541
> No.1343   color.3
104.005263   37.056223
104.061935   37.056223
104.128609   37.046222
104.181948   37.039555
104.215419   37.025457
104.248865   37.019396
104.273959   37.014122
104.309936   36.999439
104.343555   36.982778
104.370010   36.966933
104.409511   36.952287
104.444245   36.937541
104.478932   36.924706
104.521969   36.909125
104.559021   36.895348
104.593656   36.883442
104.627077   36.872466
104.662851   36.862481
104.698601   36.853446
> No.1344   color.3
105.192372   36.713253
105.242325   36.685957
105.282750   36.661418
105.321960   36.637814
105.376559   36.608588
105.422813   36.585023
105.467851   36.562390
105.505759   36.542557
105.537727   36.526505
105.577962   36.506671
105.615810   36.489688
105.657188   36.468874
105.702087   36.445190
105.737515   36.426227
> No.1345   color.3
105.690304   36.387423
105.711552   36.350094
> No.1346   color.3
105.725707   36.349238
105.756361   36.316777
105.781098   36.286189
105.802288   36.262302
105.822284   36.237443
105.848150   36.208772
105.869293   36.182950
105.893945   36.154262
105.918584   36.127492
105.944379   36.099762
105.963133   36.081600
105.985398   36.061532
106.018178   36.029977
106.043932   36.008953
106.067353   35.994643
> No.1351   color.3
104.951184   37.449367
104.860560   37.449718
> No.1352   color.3
104.742009   37.450548
104.820346   37.443223
> No.1353   color.3
104.385016   37.442747
104.420224   37.441322
> No.1358   color.3
104.188828   37.422969
104.194003   37.422993
104.197596   37.422353
104.202504   37.421821
104.205616   37.421465
104.209815   37.420254
104.213767   37.419617
104.217479   37.419073
104.221907   37.418632
> No.1359   color.3
104.427689   37.445912
104.431552   37.444986
104.436733   37.444292
104.441921   37.443292
104.446528   37.442666
104.449976   37.442558
104.454194   37.442156
104.457064   37.442193
104.459758   37.441466
104.461450   37.441343
104.464206   37.440593
104.465765   37.440028
104.467321   37.439846
104.468636   37.439855
104.470427   37.440251
104.473774   37.440465
104.475806   37.440574
104.477838   37.440780
104.479513   37.440791
104.480256   37.440434
104.480949   37.440513
104.482148   37.440136
104.483822   37.440243
104.485853   37.440545
104.487764   37.440845
104.489800   37.440378
104.491355   37.440389
104.494104   37.440598
104.496138   37.440419
104.497815   37.440045
104.499371   37.439960
104.501163   37.440164
104.503792   37.440468
104.505820   37.441057
104.506773   37.441735
> No.1360   color.3
104.249125   37.418485
104.257467   37.418995
104.267567   37.418658
104.279032   37.419283
104.288766   37.420341
104.299056   37.422168
104.307115   37.422588
104.316454   37.422723
> No.1361   color.3
104.589475   37.444552
104.599327   37.445384
104.607806   37.445812
104.615343   37.445469
> No.1362   color.3
104.109125   37.420527
104.120929   37.422852
104.127020   37.424169
104.132895   37.425454
> No.1366   color.3
106.362433   37.119808
106.355473   37.135774
106.336034   37.178083
106.313164   37.231827
106.313164   37.252410
106.316595   37.294719
106.310877   37.339315
106.281146   37.426220
106.273142   37.447947
> No.1367   color.3
100.443165   39.474200
100.783393   39.451067
100.924476   39.444787
101.026552   39.436154
101.188209   39.436154
101.382199   39.439747
101.428900   39.436154
> No.1368   color.3
100.061488   38.973852
100.099009   38.923650
100.131719   38.870450
100.151923   38.836732
100.166354   38.803764
100.181747   38.782783
100.207723   38.752063
100.238509   38.712350
100.262561   38.680131
100.331830   38.609698
100.379934   38.572233
100.437658   38.542262
> No.1369   color.3
101.285726   37.795657
101.329019   37.780070
101.354995   37.766003
101.375198   37.754218
101.401655   37.733308
101.415124   37.723424
101.445430   37.708597
101.498344   37.683505
101.586373   37.628760
101.616198   37.610892
101.646022   37.598346
101.678732   37.589602
101.722507   37.572495
101.790333   37.545122
101.869223   37.526494
101.934643   37.500262
102.087132   37.443996
102.148224   37.429549
102.185744   37.423086
> No.1372   color.3
105.132245   35.088040
105.164099   35.041101
105.191695   35.000435
105.213813   34.967843
105.243574   34.918647
105.263966   34.874337
105.280500   34.840879
105.292625   34.811490
105.310226   34.768778
> No.1373   color.3
105.072431   34.290451
105.072574   34.260673
105.072157   34.204429
105.071786   34.136301
> No.1374   color.3
105.071786   34.136301
105.071741   34.127949
> No.1375   color.3
105.071741   34.127949
105.071609   34.103724
105.071061   34.061082
105.069541   34.002665
105.068321   33.943139
105.065033   33.885981
105.062841   33.837443
> No.1376   color.3
105.092226   33.208270
105.036324   33.199178
104.982687   33.177170
104.908644   33.160053
104.848594   33.147827
104.809532   33.137068
104.796706   33.133155
> No.1377   color.3
104.841890   33.112801
104.827262   33.109701
> No.1378   color.3
103.092682   34.277282
103.110191   34.273252
103.136817   34.267124
103.169832   34.259525
103.199837   34.251919
103.224156   34.245755
103.246225   34.240161
103.264214   34.235601
103.283820   34.229779
103.302455   34.224246
103.329748   34.216141
103.346222   34.209753
103.367188   34.200240
103.383805   34.193040
103.409896   34.186098
103.444528   34.179285
103.466580   34.174740
103.489564   34.169858
103.508201   34.165748
103.531496   34.159838
103.561314   34.151617
103.605731   34.138771
103.650148   34.127723
103.691769   34.118731
> No.1384   color.3
105.037288   35.689903
105.064911   35.674008
105.084000   35.662681
105.111617   35.639812
105.135104   35.618283
105.168376   35.592839
105.199692   35.561524
105.225136   35.534123
> No.1385   color.3
105.082653   35.648614
105.082861   35.648461
> No.1389   color.3
102.359819   37.969061
102.393090   37.962169
102.413884   37.955278
102.444659   37.940838
102.464622   37.927384
102.475019   37.919508
102.501635   37.901458
102.523261   37.886363
102.554453   37.867985
102.568593   37.856828
> No.1390   color.3
102.025865   38.110501
102.050818   38.100984
102.094486   38.092452
102.127341   38.088514
102.168513   38.081951
102.198873   38.077028
102.221330   38.069808
102.243372   38.061276
102.264582   38.054384
102.291615   38.042899
102.306170   38.041914
102.323638   38.047821
102.336530   38.050446
102.358988   38.049134
102.372296   38.044539
> No.1394   color.3
101.117381   37.798237
101.132339   37.796355
101.155140   37.795295
> No.1395   color.3
101.155140   37.795295
101.160619   37.795040
101.191395   37.797013
> No.1396   color.3
101.191395   37.797013
101.277898   37.795697
> No.1402   color.3
103.596382   37.442989
103.626954   37.442989
103.667718   37.444959
103.731410   37.444959
103.805298   37.441019
103.856250   37.441019
103.914850   37.437079
103.973442   37.431170
104.025639   37.420496
104.080433   37.415342
> No.1405   color.3
105.148481   34.716030
105.258656   34.674575
105.362097   34.652532
105.491701   34.616002
105.569585   34.595476
105.606702   34.583461
> No.1406   color.3
103.730581   35.072559
103.743967   35.062595
103.756136   35.053877
103.768914   35.046653
103.782909   35.039430
103.795383   35.035195
103.816679   35.029715
103.845565   35.023674
103.868095   35.017260
103.884828   35.011531
103.905212   35.006051
103.922553   34.999326
103.940590   34.993792
103.958012   34.985905
103.976636   34.978266
103.998563   34.968162
104.023195   34.957811
104.061343   34.943271
104.088677   34.934892
104.113308   34.927746
104.130430   34.922570
104.152338   34.914878
104.199217   34.898419
104.292634   34.866628
104.361261   34.843831
104.367606   34.841903
104.391241   34.834221
104.431004   34.823807
104.460352   34.817180
104.480233   34.813393
> No.1407   color.3
103.833189   34.987612
103.835846   34.987120
> No.1408   color.3
102.641321   35.386946
102.736851   35.353121
102.806825   35.325265
102.881058   35.299399
102.934604   35.283481
102.962133   35.273960
> No.1409   color.3
103.426561   36.148808
103.474063   36.113684
103.528351   36.085221
103.559335   36.069906
> No.1410   color.3
102.188631   37.422326
102.232600   37.414890
102.308044   37.407723
102.361276   37.397189
102.463584   37.391922
102.529292   37.380858
102.598328   37.373924
102.686496   37.369302
102.730312   37.369653
> No.1411   color.3
102.989635   37.391302
103.064117   37.396712
103.183060   37.402658
103.272059   37.408604
103.355629   37.413345
> No.1415   color.3
103.012944   34.824476
103.150838   34.811258
103.265398   34.768298
103.401438   34.732498
103.482942   34.720854
> No.1426   color.3
102.739584   37.379279
102.841204   37.379867
102.925214   37.384490
102.938592   37.386803
> No.1427   color.3
102.941216   37.387256
102.966513   37.391629
> No.1428   color.3
102.963774   37.395635
102.975951   37.393916
102.989259   37.391943
> No.1429   color.3
101.165326   38.944069
101.165632   38.943970
> No.1430   color.3
101.165632   38.943970
101.201518   38.932307
101.225646   38.919370
101.266362   38.894672
101.323666   38.873502
101.362873   38.857036
101.403589   38.839394
101.430733   38.827950
101.465417   38.817048
101.512165   38.800856
101.574747   38.782007
101.617724   38.774939
101.630967   38.772870
> No.1431   color.3
101.631003   38.772864
101.674274   38.766104
> No.1440   color.3
106.701106   34.917458
106.729201   34.888334
106.780660   34.849726
106.829179   34.812611
106.855161   34.782127
106.883639   34.746197
106.890515   34.737307
106.898771   34.730008
107.000553   34.643602
107.025896   34.615032
107.038560   34.600745
107.060692   34.586611
107.068924   34.582550
107.078651   34.577648
107.089901   34.571608
> No.1441   color.3
107.089852   34.570369
107.123620   34.547803
> No.1442   color.3
107.123620   34.547803
107.149794   34.531814
> No.1446   color.3
100.648666   37.177530
100.656341   37.164730
100.663972   37.150922
100.672250   37.137602
100.680525   37.124281
100.686972   37.112520
100.695283   37.100205
100.701624   37.085924
100.709787   37.070083
100.717440   37.057280
100.727460   37.040885
100.735777   37.029072
100.745368   37.017730
100.757928   37.002275
100.768663   36.988380
100.780670   36.974954
100.793949   36.961997
100.805425   36.951104
100.827784   36.930339
100.844681   36.914254
100.866372   36.892995
100.885738   36.876334
100.897664   36.861889
100.907060   36.847009
100.917683   36.831590
100.927697   36.816691
100.938290   36.800766
100.948922   36.785848
100.959034   36.773465
100.970373   36.760542
100.984209   36.747548
100.994959   36.735647
101.011735   36.718533
101.026071   36.702999
101.040379   36.686959
101.057670   36.667806
101.070159   36.653327
101.083245   36.638326
101.096951   36.623304
101.108222   36.609866
101.122519   36.594320
101.136141   36.577783
101.147977   36.563315
101.161010   36.547802
> No.1447   color.3
100.519664   37.486616
100.520527   37.484319
> No.1451   color.3
100.133230   34.493833
100.139202   34.492046
100.146094   34.488893
100.152720   34.486507
100.154959   34.485479
100.159530   34.483772
100.166523   34.482175
100.178196   34.479642
100.185354   34.477880
100.191301   34.475898
100.197315   34.474632
100.202413   34.472832
100.207032   34.471211
100.211534   34.469686
100.215909   34.468277
100.220001   34.467015
100.224102   34.465745
100.228790   34.464219
100.234141   34.462422
100.239512   34.460618
100.244258   34.459058
100.248125   34.457832
100.251309   34.456871
100.254463   34.455975
100.258262   34.454935
100.262745   34.453748
100.267256   34.452608
100.271260   34.451668
100.274737   34.450933
100.278008   34.450298
100.281514   34.449681
100.285665   34.448948
100.289265   34.448233
100.293089   34.446985
> No.1452   color.3
100.293089   34.446985
100.396982   34.413086
> No.1453   color.3
100.779996   34.292222
100.781101   34.291833
100.783060   34.291238
100.785079   34.290756
100.786625   34.290423
100.789247   34.289851
100.792195   34.289400
100.794352   34.288812
100.797508   34.288203
100.801625   34.286965
100.806739   34.285760
100.810848   34.284687
100.814487   34.283708
100.816923   34.282853
100.819677   34.282285
100.822905   34.281567
100.825034   34.281371
100.827376   34.281065
