> FaultNo.1   color.1
 90.271113   29.268608
 90.268428   29.261333
 90.268018   29.259089
 90.265967   29.253096
 90.264922   29.249053
 90.263369   29.242036
 90.263230   29.241744
> FaultNo.2824   color.1
 90.263230   29.241744
 90.262314   29.239824
 90.261670   29.237681
 90.261025   29.233811
 90.259375   29.229341
 90.259043   29.228499
 90.258701   29.227656
 90.258369   29.226814
 90.258037   29.225974
 90.257695   29.225129
 90.257363   29.224287
 90.257031   29.223445
 90.256699   29.222603
 90.256367   29.221760
 90.256035   29.220918
 90.255703   29.220071
 90.255381   29.219229
 90.255039   29.218384
 90.254717   29.217542
 90.254385   29.216697
 90.254062   29.215850
 90.253740   29.215005
 90.253408   29.214163
 90.253086   29.213315
 90.252764   29.212471
 90.252441   29.211626
 90.252109   29.210779
 90.251797   29.209934
 90.251475   29.209087
 90.251152   29.208242
 90.250830   29.207395
 90.250508   29.206548
 90.250195   29.205701
 90.249883   29.204856
 90.249561   29.204006
 90.247891   29.198726
 90.245684   29.190886
 90.245205   29.187236
 90.245049   29.186479
 90.244883   29.185720
 90.244717   29.184966
 90.244541   29.184209
 90.244355   29.183455
 90.244170   29.182700
 90.243984   29.181948
 90.243779   29.181196
 90.243584   29.180444
 90.243369   29.179695
 90.243164   29.178948
 90.242939   29.178201
 90.242725   29.177454
 90.242490   29.176709
 90.242266   29.175964
 90.242031   29.175222
 90.241787   29.174480
 90.241533   29.173740
 90.241279   29.173003
 90.241016   29.172271
 90.240762   29.171538
 90.240498   29.170808
 90.240463   29.170715
> FaultNo.2825   color.1
 90.240463   29.170715
 90.240225   29.170081
 90.239951   29.169353
 90.239668   29.168628
 90.239385   29.167903
 90.239102   29.167183
 90.238799   29.166462
 90.238506   29.165742
 90.238193   29.165027
 90.235234   29.157844
 90.230381   29.146907
 90.223076   29.136523
 90.220254   29.133601
 90.219805   29.133132
 90.219346   29.132661
 90.218906   29.132190
 90.218457   29.131719
 90.218008   29.131245
 90.217568   29.130767
 90.217129   29.130288
 90.216680   29.129810
 90.216250   29.129329
 90.215811   29.128848
 90.215381   29.128362
 90.214951   29.127876
 90.214521   29.127390
 90.214102   29.126902
 90.213672   29.126409
 90.213262   29.125918
 90.212842   29.125425
 90.212422   29.124929
 90.212012   29.124434
 90.211602   29.123933
 90.211201   29.123435
 90.210791   29.122935
 90.210391   29.122432
 90.209980   29.121926
 90.209590   29.121421
 90.209189   29.120916
 90.208789   29.120405
 90.208408   29.119895
 90.208018   29.119385
 90.207627   29.118872
 90.199619   29.108843
> FaultNo.2826   color.1
 84.417354   29.647092
 84.429902   29.665391
 84.434238   29.674062
 84.459834   29.717507
 84.471670   29.738921
 84.479199   29.750520
 84.505039   29.787102
 84.569385   29.872791
 84.586143   29.890032
 84.591846   29.897583
 84.605186   29.913872
 84.648417   29.954162
> FaultNo.2827   color.1
 84.648417   29.954162
 84.713564   30.014878
> FaultNo.2828   color.1
 92.668965   28.763645
 92.670098   28.763342
 92.671230   28.763042
 92.672354   28.762744
 92.673457   28.762454
 92.674541   28.762168
 92.675596   28.761892
 92.676621   28.761626
 92.677607   28.761375
 92.678535   28.761138
 92.679424   28.760918
 92.680264   28.760715
 92.681035   28.760535
 92.681807   28.760356
 92.682500   28.760203
 92.683262   28.760037
 92.684082   28.759858
 92.684951   28.759668
 92.685879   28.759470
 92.686836   28.759260
 92.687842   28.759043
 92.688877   28.758818
 92.689941   28.758589
 92.691025   28.758354
 92.692119   28.758115
 92.693242   28.757876
 92.694355   28.757634
 92.695469   28.757390
 92.697422   28.756960
 92.698516   28.756721
 92.699590   28.756482
 92.700654   28.756248
 92.701709   28.756011
 92.702744   28.755776
 92.703770   28.755547
 92.704785   28.755315
 92.705791   28.755085
 92.706777   28.754858
 92.707754   28.754631
 92.708721   28.754407
 92.709668   28.754180
 92.710605   28.753955
 92.711533   28.753735
 92.712451   28.753511
 92.713350   28.753291
 92.714619   28.752979
 92.715498   28.752756
 92.716406   28.752529
 92.717334   28.752297
 92.718271   28.752065
 92.719229   28.751831
 92.720205   28.751597
 92.721201   28.751365
 92.722207   28.751135
 92.723232   28.750911
 92.724277   28.750688
 92.725322   28.750476
 92.727100   28.750137
 92.728193   28.749949
 92.729268   28.749773
 92.730342   28.749609
 92.731396   28.749458
 92.732441   28.749316
 92.733477   28.749185
 92.734482   28.749063
 92.735479   28.748945
 92.736455   28.748835
 92.737402   28.748730
 92.738330   28.748628
 92.739414   28.748513
 92.740322   28.748411
 92.741270   28.748301
 92.742275   28.748186
 92.743311   28.748071
 92.744375   28.747964
 92.745645   28.747854
 92.746719   28.747781
 92.747754   28.747725
 92.748760   28.747688
 92.749736   28.747664
 92.751172   28.747642
 92.752178   28.747634
 92.753174   28.747637
 92.754170   28.747644
 92.755166   28.747664
 92.756191   28.747690
 92.757910   28.747756
 92.759043   28.747812
 92.760176   28.747876
 92.761309   28.747947
 92.762432   28.748018
 92.763535   28.748093
 92.764609   28.748164
 92.765645   28.748232
 92.766641   28.748293
 92.767568   28.748345
 92.768438   28.748384
 92.769482   28.748408
 92.770283   28.748413
 92.771230   28.748408
 92.772314   28.748384
 92.773809   28.748330
 92.775010   28.748259
 92.776123   28.748164
 92.777158   28.748044
 92.778135   28.747905
 92.779072   28.747747
 92.780000   28.747573
 92.781602   28.747236
 92.782559   28.747026
 92.783535   28.746807
 92.784521   28.746580
 92.785527   28.746345
 92.786543   28.746108
 92.787568   28.745869
 92.788594   28.745627
 92.789619   28.745388
 92.790635   28.745149
 92.791641   28.744917
 92.792637   28.744692
 92.793604   28.744475
 92.794551   28.744268
 92.796006   28.743962
 92.796904   28.743779
 92.797832   28.743599
 92.798789   28.743420
 92.799766   28.743237
 92.800762   28.743059
 92.801777   28.742876
 92.802793   28.742695
 92.803828   28.742510
 92.804873   28.742324
 92.805918   28.742136
 92.807451   28.741858
 92.808486   28.741667
 92.809502   28.741475
 92.810508   28.741284
 92.811504   28.741091
 92.812490   28.740901
 92.813467   28.740706
 92.814443   28.740510
 92.815420   28.740313
 92.816406   28.740115
 92.817393   28.739912
 92.818896   28.739602
 92.819902   28.739392
 92.820908   28.739180
 92.821914   28.738967
 92.822920   28.738757
 92.823926   28.738547
 92.824932   28.738337
 92.825937   28.738132
 92.826924   28.737930
 92.827920   28.737732
 92.828906   28.737537
 92.829883   28.737349
 92.830859   28.737166
 92.832246   28.736917
 92.833203   28.736748
 92.834170   28.736584
 92.835146   28.736428
 92.836123   28.736272
 92.837109   28.736116
 92.838096   28.735964
 92.839092   28.735813
 92.840107   28.735662
 92.841113   28.735510
 92.842148   28.735356
 92.843174   28.735203
 92.844219   28.735046
 92.845586   28.734841
 92.846650   28.734675
 92.847705   28.734509
 92.848750   28.734346
 92.849805   28.734180
 92.850850   28.734014
 92.851885   28.733850
 92.852910   28.733687
 92.853926   28.733523
 92.854932   28.733362
 92.855937   28.733203
 92.856924   28.733044
 92.857900   28.732891
 92.858867   28.732739
 92.859834   28.732593
 92.860781   28.732446
 92.862393   28.732207
 92.863311   28.732073
 92.864258   28.731938
 92.865215   28.731804
 92.866191   28.731670
 92.867168   28.731538
 92.868174   28.731404
 92.869189   28.731272
 92.870205   28.731140
 92.871240   28.731011
 92.872285   28.730884
 92.873340   28.730754
 92.874404   28.730630
 92.876064   28.730439
 92.877148   28.730317
 92.878203   28.730203
 92.879258   28.730095
 92.880303   28.729993
 92.881338   28.729900
 92.882373   28.729817
 92.883389   28.729744
 92.884404   28.729680
 92.885410   28.729631
 92.886396   28.729592
 92.887393   28.729573
 92.888369   28.729565
 92.889912   28.729587
 92.890879   28.729624
 92.891865   28.729670
 92.892500   28.729705
 92.895713   28.729595
 92.898916   28.729412
 92.902119   28.729153
 92.905312   28.728821
 92.908486   28.728416
 92.911650   28.727935
 92.914805   28.727380
 92.917939   28.726753
 92.921055   28.726055
 92.924141   28.725283
 92.927207   28.724438
 92.930254   28.723525
 92.933262   28.722542
 92.936240   28.721487
 92.939189   28.720364
 92.942109   28.719172
 92.944980   28.717915
 92.947822   28.716589
 92.950625   28.715198
 92.953379   28.713743
 92.956084   28.712224
 92.957520   28.711377
 92.960898   28.709338
 92.964336   28.707366
 92.967812   28.705457
 92.971338   28.703611
 92.974902   28.701833
 92.978506   28.700122
 92.982158   28.698481
 92.985850   28.696907
 92.989570   28.695403
 92.993330   28.693967
 92.997119   28.692603
 93.000947   28.691309
 93.004805   28.690088
 93.008691   28.688940
 93.012598   28.687864
 93.016533   28.686860
 93.020488   28.685933
 93.024473   28.685078
 93.028477   28.684297
 93.032490   28.683594
 93.036533   28.682964
 93.040576   28.682410
 93.044629   28.681931
 93.048711   28.681528
 93.052783   28.681201
 93.056865   28.680955
 93.060967   28.680781
 93.065059   28.680684
 93.069150   28.680662
 93.073252   28.680720
 93.120410   28.674133
 93.124238   28.672844
 93.192852   28.667915
 93.244717   28.665891
 93.277070   28.663477
 93.298955   28.662231
 93.381729   28.652441
 93.434883   28.650286
 93.531299   28.655461
 93.592998   28.666602
 93.674336   28.680303
 93.738975   28.695840
 93.781230   28.706594
 93.841621   28.715405
 93.871953   28.722078
 93.919170   28.727998
 93.980889   28.736682
 94.053486   28.756345
 94.101445   28.777090
 94.137764   28.798335
 94.143664   28.802848
 94.271617   28.873757
 94.400823   28.948148
 94.518282   29.022539
 94.612250   29.096930
 94.741456   29.186983
 94.870661   29.280950
 94.921560   29.327934
 95.015528   29.402325
 95.086004   29.464970
 95.164310   29.582430
 95.223040   29.680313
> FaultNo.2831   color.1
 91.021191   29.017566
 91.030049   29.016626
 91.040430   29.014253
 91.056016   29.011829
 91.067061   29.010591
 91.078770   29.010488
 91.089170   29.009253
 91.109990   29.009639
 91.124287   29.008367
 91.147061   29.008154
 91.167881   29.007388
 91.195830   29.005974
 91.207539   29.005288
 91.213379   29.004658
> FaultNo.2832   color.1
 92.339531   28.818523
 92.340322   28.817866
 92.341104   28.817319
 92.341885   28.816934
 92.342783   28.816589
 92.343760   28.816277
 92.344775   28.815984
 92.345811   28.815698
 92.347285   28.815261
 92.348232   28.814927
 92.349170   28.814539
 92.350107   28.814114
 92.351025   28.813672
 92.351943   28.813228
 92.352832   28.812798
 92.354502   28.812080
 92.355361   28.811780
 92.356260   28.811509
 92.357197   28.811257
 92.358184   28.811013
 92.359219   28.810759
 92.360566   28.810413
 92.361670   28.810110
 92.362744   28.809807
 92.363789   28.809500
 92.364795   28.809192
 92.365781   28.808879
 92.366748   28.808569
 92.367686   28.808257
 92.368604   28.807944
 92.369502   28.807637
 92.370381   28.807327
 92.371250   28.807019
 92.372510   28.806567
 92.373369   28.806262
 92.374248   28.805955
 92.375146   28.805637
 92.376055   28.805315
 92.376973   28.804985
 92.377910   28.804648
 92.378867   28.804299
 92.379824   28.803945
 92.380771   28.803584
 92.381738   28.803210
 92.382695   28.802827
 92.383662   28.802437
 92.384609   28.802031
 92.385566   28.801619
 92.386494   28.801194
 92.387461   28.800742
 92.388398   28.800283
 92.389355   28.799810
 92.390312   28.799321
 92.391279   28.798833
 92.392236   28.798352
 92.393164   28.797888
 92.394063   28.797449
 92.394912   28.797046
 92.395703   28.796687
 92.396563   28.796335
 92.398232   28.795667
 92.399395   28.795156
 92.400400   28.794675
 92.401289   28.794241
 92.402090   28.793862
 92.403145   28.793450
 92.403965   28.793213
 92.404912   28.792964
 92.405957   28.792700
 92.407002   28.792407
 92.408555   28.791868
 92.409443   28.791462
 92.410596   28.791011
 92.412178   28.790706
 92.413428   28.790488
 92.414658   28.790271
 92.415859   28.790061
 92.417041   28.789854
 92.418193   28.789651
 92.419316   28.789451
 92.420391   28.789255
 92.421455   28.789065
 92.422480   28.788877
 92.423467   28.788696
 92.424434   28.788518
 92.425342   28.788345
 92.426221   28.788179
 92.427061   28.788015
 92.427852   28.787859
 92.428613   28.787708
 92.429775   28.787463
 92.430469   28.787314
 92.431240   28.787148
 92.432080   28.786970
 92.432969   28.786777
 92.433916   28.786572
 92.434902   28.786353
 92.435918   28.786123
 92.436973   28.785884
 92.438047   28.785632
 92.439131   28.785374
 92.440215   28.785107
 92.441309   28.784832
 92.442383   28.784551
 92.443447   28.784265
 92.444482   28.783975
 92.446025   28.783513
 92.446973   28.783215
 92.447910   28.782908
 92.448828   28.782598
 92.449756   28.782283
 92.450674   28.781968
 92.451611   28.781650
 92.452559   28.781333
 92.453535   28.781018
 92.454590   28.780688
 92.455547   28.780408
 92.456592   28.780117
 92.457607   28.779851
 92.458604   28.779607
 92.459580   28.779380
 92.460547   28.779175
 92.461504   28.778982
 92.462451   28.778801
 92.463408   28.778630
 92.464375   28.778464
 92.465342   28.778303
 92.466318   28.778145
 92.467314   28.777983
 92.468330   28.777820
 92.470215   28.777512
 92.471309   28.777322
 92.472441   28.777126
 92.473584   28.776917
 92.474746   28.776699
 92.475918   28.776472
 92.477100   28.776238
 92.478271   28.775994
 92.479434   28.775742
 92.480586   28.775483
 92.481709   28.775217
 92.482812   28.774944
 92.483877   28.774666
 92.484912   28.774385
 92.485889   28.774097
 92.486836   28.773804
 92.487705   28.773508
 92.488516   28.773208
 92.489258   28.772905
 92.489932   28.772603
 92.490518   28.772295
 92.491299   28.771777
 92.492168   28.771326
 92.493418   28.770747
 92.494580   28.770286
 92.495645   28.769929
 92.496621   28.769666
 92.497510   28.769480
 92.498311   28.769360
 92.499209   28.769280
 92.499912   28.769204
 92.500752   28.769067
 92.501689   28.768875
 92.502705   28.768635
 92.503770   28.768362
 92.504863   28.768066
 92.505977   28.767759
 92.507295   28.767390
 92.508350   28.767097
 92.509365   28.766816
 92.510342   28.766541
 92.511289   28.766272
 92.512227   28.766006
 92.513154   28.765740
 92.514082   28.765469
 92.515020   28.765193
 92.515967   28.764905
 92.517793   28.764341
 92.518818   28.764016
 92.519854   28.763679
 92.520898   28.763335
 92.521953   28.762988
 92.522998   28.762634
 92.524043   28.762278
 92.525098   28.761919
 92.526133   28.761563
 92.527158   28.761206
 92.528174   28.760852
 92.529180   28.760505
 92.530166   28.760164
 92.531133   28.759832
 92.532070   28.759509
 92.532979   28.759194
 92.533867   28.758896
 92.534717   28.758611
 92.535537   28.758340
 92.536328   28.758088
 92.537656   28.757676
 92.538389   28.757461
 92.539189   28.757227
 92.540068   28.756973
 92.541016   28.756697
 92.542012   28.756399
 92.543076   28.756079
 92.544180   28.755735
 92.545596   28.755281
 92.546748   28.754895
 92.547842   28.754512
 92.548896   28.754131
 92.549902   28.753752
 92.550879   28.753376
 92.551807   28.753003
 92.552715   28.752632
 92.553594   28.752263
 92.554443   28.751902
 92.555273   28.751541
 92.556094   28.751187
 92.556895   28.750835
 92.557705   28.750483
 92.558506   28.750134
 92.559346   28.749780
 92.560215   28.749419
 92.561094   28.749050
 92.561992   28.748672
 92.562920   28.748286
 92.563857   28.747893
 92.564805   28.747488
 92.565752   28.747075
 92.566709   28.746655
 92.567666   28.746223
 92.568623   28.745784
 92.570020   28.745112
 92.570957   28.744648
 92.571895   28.744175
 92.572803   28.743696
 92.573721   28.743213
 92.574619   28.742732
 92.575518   28.742253
 92.576396   28.741780
 92.577275   28.741313
 92.578145   28.740859
 92.579004   28.740420
 92.579854   28.739995
 92.580693   28.739590
 92.581992   28.739001
 92.582822   28.738647
 92.583691   28.738303
 92.584570   28.737964
 92.585488   28.737627
 92.586426   28.737292
 92.587393   28.736958
 92.588389   28.736619
 92.589404   28.736274
 92.590664   28.735854
 92.591709   28.735503
 92.592744   28.735168
 92.593750   28.734846
 92.594746   28.734536
 92.595713   28.734236
 92.596670   28.733945
 92.597617   28.733667
 92.598555   28.733396
 92.599492   28.733132
 92.600420   28.732876
 92.601357   28.732627
 92.602295   28.732380
 92.603525   28.732068
 92.604482   28.731826
 92.605479   28.731587
 92.606484   28.731345
 92.607500   28.731104
 92.608525   28.730864
 92.609570   28.730627
 92.610605   28.730393
 92.611631   28.730161
 92.612656   28.729939
 92.613672   28.729719
 92.614668   28.729507
 92.615645   28.729304
 92.616602   28.729109
 92.617520   28.728923
 92.618799   28.728677
 92.619648   28.728513
 92.620527   28.728352
 92.621426   28.728191
 92.622363   28.728037
 92.623330   28.727891
 92.624346   28.727749
 92.625400   28.727615
 92.626523   28.727493
 92.628496   28.727322
 92.629766   28.727239
 92.631045   28.727180
 92.631240   28.727173
 92.632666   28.727119
 92.634082   28.727061
 92.635508   28.726995
 92.636924   28.726924
 92.638350   28.726848
 92.639766   28.726768
 92.641191   28.726680
 92.642607   28.726584
 92.644023   28.726484
 92.645449   28.726379
 92.646855   28.726270
 92.648281   28.726152
 92.649697   28.726028
 92.651104   28.725901
 92.652520   28.725767
 92.653936   28.725625
 92.655352   28.725481
 92.656758   28.725330
 92.658174   28.725171
 92.659580   28.725010
 92.660996   28.724841
 92.662402   28.724666
 92.663809   28.724485
 92.665215   28.724299
 92.666621   28.724109
 92.668027   28.723911
 92.669434   28.723708
 92.670840   28.723499
 92.672236   28.723286
 92.673633   28.723064
 92.674795   28.722800
 92.675830   28.722556
 92.676807   28.722314
 92.677754   28.722085
 92.678643   28.721870
 92.679473   28.721680
 92.680264   28.721514
 92.681055   28.721377
 92.681963   28.721248
 92.682959   28.721121
 92.684033   28.720996
 92.685146   28.720872
 92.686436   28.720725
 92.687549   28.720593
 92.688604   28.720469
 92.689619   28.720349
 92.690596   28.720239
 92.691562   28.720137
 92.692539   28.720039
 92.693701   28.719934
 92.694707   28.719854
 92.695732   28.719780
 92.696758   28.719714
 92.697783   28.719653
 92.698818   28.719595
 92.699844   28.719539
 92.700869   28.719485
 92.701885   28.719429
 92.703809   28.719316
 92.704814   28.719250
 92.705840   28.719175
 92.706895   28.719089
 92.707949   28.718997
 92.708984   28.718894
 92.710010   28.718782
 92.710986   28.718662
 92.711943   28.718530
 92.712852   28.718391
 92.713799   28.718235
 92.714805   28.718057
 92.716221   28.717783
 92.717373   28.717549
 92.718447   28.717307
 92.719463   28.717053
 92.720439   28.716792
 92.721377   28.716521
 92.722285   28.716233
 92.723164   28.715930
 92.724775   28.715332
 92.725674   28.714976
 92.726592   28.714597
 92.727529   28.714204
 92.728477   28.713796
 92.729434   28.713379
 92.730391   28.712954
 92.731357   28.712527
 92.732314   28.712097
 92.733271   28.711670
 92.734209   28.711250
 92.735137   28.710837
 92.736035   28.710439
 92.736924   28.710059
 92.737773   28.709695
 92.739229   28.709104
 92.740039   28.708789
 92.740928   28.708455
 92.741855   28.708105
 92.742822   28.707739
 92.743799   28.707358
 92.744775   28.706965
 92.745928   28.706477
 92.746836   28.706064
 92.747686   28.705657
 92.748535   28.705242
 92.749424   28.704817
 92.750742   28.704211
 92.751797   28.703755
 92.752861   28.703320
 92.753916   28.702915
 92.754932   28.702537
 92.755928   28.702190
 92.756855   28.701875
 92.757705   28.701599
 92.758994   28.701206
 92.759736   28.700974
 92.760693   28.700659
 92.761914   28.700261
 92.763145   28.699885
 92.764297   28.699568
 92.765332   28.699329
 92.766201   28.699189
 92.766973   28.699182
 92.768428   28.699197
 92.769727   28.699180
 92.770889   28.699136
 92.771924   28.699075
 92.772861   28.699001
 92.773730   28.698923
 92.774658   28.698833
 92.775508   28.698760
 92.776406   28.698694
 92.777363   28.698630
 92.778369   28.698567
 92.779414   28.698501
 92.780469   28.698433
 92.781553   28.698359
 92.782637   28.698281
 92.783730   28.698191
 92.784795   28.698091
 92.785850   28.697976
 92.786875   28.697847
 92.787979   28.697681
 92.788936   28.697512
 92.789883   28.697319
 92.790820   28.697104
 92.791777   28.696873
 92.792725   28.696621
 92.793682   28.696353
 92.794629   28.696067
 92.795605   28.695767
 92.796572   28.695454
 92.797559   28.695129
 92.798555   28.694795
 92.799561   28.694448
 92.800654   28.694070
 92.801680   28.693713
 92.802715   28.693352
 92.803730   28.692991
 92.804746   28.692632
 92.805752   28.692273
 92.806758   28.691921
 92.807744   28.691575
 92.808730   28.691235
 92.809707   28.690903
 92.810664   28.690581
 92.811621   28.690273
 92.812559   28.689978
 92.813496   28.689697
 92.814404   28.689431
 92.815313   28.689187
 92.816191   28.688960
 92.817061   28.688752
 92.818018   28.688550
 92.818887   28.688381
 92.819795   28.688213
 92.820742   28.688047
 92.821719   28.687878
 92.822725   28.687705
 92.823750   28.687527
 92.824785   28.687344
 92.825840   28.687156
 92.826895   28.686958
 92.828760   28.686587
 92.829795   28.686362
 92.830801   28.686138
 92.831777   28.685911
 92.832744   28.685686
 92.833711   28.685464
 92.834668   28.685247
 92.835645   28.685037
 92.836641   28.684836
 92.837939   28.684597
 92.838984   28.684431
 92.840010   28.684287
 92.841035   28.684163
 92.842061   28.684055
 92.843066   28.683962
 92.844072   28.683879
 92.845078   28.683809
 92.846074   28.683743
 92.847080   28.683682
 92.848096   28.683623
 92.849102   28.683564
 92.851094   28.683433
 92.852119   28.683357
 92.853154   28.683274
> FaultNo.2833   color.1
 92.853154   28.683274
 92.854199   28.683184
 92.855244   28.683088
 92.856299   28.682988
 92.857354   28.682883
 92.858398   28.682778
 92.859443   28.682673
 92.860488   28.682568
 92.861523   28.682466
 92.862539   28.682366
 92.863545   28.682268
 92.864551   28.682175
 92.865527   28.682090
 92.866484   28.682012
 92.867422   28.681941
 92.868389   28.681877
 92.869307   28.681829
 92.870264   28.681782
 92.871230   28.681741
 92.872227   28.681707
 92.873252   28.681677
 92.874287   28.681650
 92.875332   28.681626
 92.876406   28.681604
 92.877471   28.681584
 92.879229   28.681553
> FaultNo.2834   color.1
 91.811855   28.868604
 91.810566   28.871875
 91.810381   28.872156
 91.810215   28.872444
 91.810059   28.872737
 91.809922   28.873040
 91.809795   28.873345
 91.809687   28.873652
 91.809600   28.873967
 91.809541   28.874255
 91.809443   28.874524
 91.809355   28.874795
 91.809287   28.875071
 91.809238   28.875349
 91.809199   28.875630
 91.809170   28.875911
 91.809160   28.876196
 91.809170   28.876477
 91.809189   28.876760
 91.809229   28.877041
 91.809277   28.877322
 91.809346   28.877598
 91.809414   28.877874
 91.809521   28.878145
 91.809619   28.878408
 91.809756   28.878669
 91.809893   28.878926
 91.810039   28.879175
 91.810205   28.879417
 91.810381   28.879653
 91.810566   28.879883
 91.810771   28.880103
 91.810986   28.880315
 91.811201   28.880515
 91.811436   28.880708
 91.811680   28.880891
 91.811934   28.881064
 91.812207   28.881223
 91.812471   28.881375
 91.812744   28.881511
 91.813027   28.881709
 91.813516   28.882051
 91.814004   28.882390
 91.814502   28.882727
 91.814990   28.883062
 91.815488   28.883389
 91.815996   28.883716
 91.816494   28.884041
 91.817002   28.884360
 91.817500   28.884680
 91.818018   28.884995
 91.818535   28.885308
 91.819043   28.885615
 91.819561   28.885920
 91.820088   28.886223
 91.820605   28.886523
 91.821133   28.886819
 91.821660   28.887112
 91.822187   28.887402
 91.822715   28.887690
 91.823252   28.887971
 91.823779   28.888252
 91.824326   28.888530
 91.824863   28.888804
 91.825400   28.889075
 91.825977   28.889368
 91.826553   28.889668
 91.827129   28.889976
 91.827695   28.890288
 91.828252   28.890610
 91.828809   28.890935
 91.829365   28.891267
 91.829922   28.891606
 91.830459   28.891953
 91.831006   28.892305
 91.831533   28.892661
 91.832061   28.893022
 91.832578   28.893394
 91.833096   28.893767
 91.833613   28.894148
 91.834121   28.894534
 91.834629   28.894927
 91.835117   28.895322
 91.835605   28.895728
 91.836094   28.896135
 91.836572   28.896550
 91.836797   28.896714
 91.837334   28.897141
 91.837871   28.897571
 91.838398   28.898005
 91.838916   28.898442
 91.839443   28.898882
 91.839961   28.899329
 91.840469   28.899775
 91.840977   28.900229
 91.841484   28.900684
 91.841992   28.901143
 91.842480   28.901604
 91.842969   28.902070
 91.843457   28.902539
 91.843945   28.903010
 91.844434   28.903489
 91.844902   28.903967
 91.845371   28.904448
 91.845840   28.904934
 91.846309   28.905425
 91.846768   28.905916
 91.847217   28.906411
 91.847676   28.906909
 91.848115   28.907412
 91.848555   28.907915
 91.849004   28.908423
 91.849424   28.908933
 91.849863   28.909446
 91.850283   28.909963
 91.850703   28.910483
 91.851123   28.911006
 91.851689   28.911572
 91.852314   28.912168
 91.852949   28.912759
 91.853594   28.913340
 91.854238   28.913911
 91.854902   28.914475
 91.855576   28.915029
 91.856250   28.915576
 91.856943   28.916116
 91.857637   28.916646
 91.858350   28.917163
 91.859053   28.917676
 91.859775   28.918179
 91.860508   28.918672
 91.861240   28.919153
 91.861992   28.919629
 91.862744   28.920093
 91.863506   28.920544
 91.864277   28.920991
 91.865039   28.921426
 91.865830   28.921851
 91.866611   28.922263
 91.867412   28.922668
 91.868213   28.923064
 91.869023   28.923447
 91.869834   28.923821
 91.869961   28.923877
 91.870381   28.924053
 91.871045   28.924265
 91.871699   28.924478
 91.872354   28.924690
 91.873018   28.924900
 91.873672   28.925110
 91.874326   28.925317
 91.874990   28.925525
 91.875645   28.925732
 91.876309   28.925940
 91.876973   28.926145
 91.877637   28.926350
 91.878301   28.926553
 91.878955   28.926755
 91.879619   28.926958
 91.880283   28.927158
 91.880947   28.927358
 91.881611   28.927559
 91.882275   28.927756
 91.882930   28.927954
 91.883594   28.928152
 91.884258   28.928347
 91.884922   28.928542
 91.885586   28.928735
 91.886250   28.928931
 91.886924   28.929124
 91.887588   28.929314
 91.888252   28.929504
 91.888916   28.929692
 91.889590   28.929883
 91.890254   28.930071
 91.890635   28.930156
 91.891484   28.930344
 91.892344   28.930525
 91.893193   28.930703
 91.894053   28.930874
 91.894902   28.931042
 91.895771   28.931204
 91.896631   28.931362
 91.897480   28.931514
 91.898350   28.931663
 91.899209   28.931804
 91.900078   28.931941
 91.900937   28.932075
 91.901807   28.932202
 91.902676   28.932324
 91.903545   28.932444
 91.904414   28.932556
 91.905273   28.932666
 91.906143   28.932769
 91.907021   28.932866
 91.907891   28.932959
 91.908760   28.933047
 91.909629   28.933127
 91.910508   28.933206
 91.911377   28.933281
 91.912256   28.933347
 91.913125   28.933411
 91.914004   28.933469
 91.914639   28.933513
 91.916748   28.933513
 91.917461   28.933523
 91.918164   28.933528
 91.918877   28.933535
 91.919590   28.933538
 91.920303   28.933538
 91.921016   28.933538
 91.921729   28.933530
 91.922441   28.933525
 91.923145   28.933518
 91.923857   28.933506
 91.924580   28.933494
 91.925283   28.933477
 91.925996   28.933459
 91.926709   28.933440
 91.927422   28.933416
 91.928135   28.933394
 91.928838   28.933367
 91.929551   28.933337
 91.930264   28.933306
 91.930967   28.933274
 91.931689   28.933237
 91.932393   28.933198
 91.933105   28.933159
 91.933818   28.933118
 91.934521   28.933071
 91.935234   28.933022
 91.935947   28.932974
 91.936650   28.932925
 91.937363   28.932869
 91.938076   28.932813
 91.938291   28.932791
 91.939316   28.932690
 91.939570   28.932666
 91.940410   28.932568
 91.941250   28.932473
 91.942090   28.932383
 91.942920   28.932292
 91.943760   28.932207
 91.944600   28.932124
 91.945439   28.932046
 91.946279   28.931968
 91.947129   28.931895
 91.947969   28.931824
 91.948818   28.931755
 91.949658   28.931692
 91.950498   28.931628
 91.951338   28.931572
 91.952187   28.931516
 91.953027   28.931462
 91.953877   28.931416
 91.954707   28.931370
 91.955557   28.931326
 91.956406   28.931287
 91.957256   28.931250
 91.958096   28.931216
 91.958936   28.931184
 91.959785   28.931157
 91.960635   28.931130
 91.961475   28.931111
 91.962314   28.931091
 91.963164   28.931077
 91.964014   28.931064
 91.964863   28.931055
 91.965010   28.931042
 91.965850   28.930981
 91.966689   28.930911
 91.967529   28.930833
 91.968369   28.930745
 91.969209   28.930647
 91.970039   28.930544
 91.970879   28.930430
 91.971709   28.930308
 91.972539   28.930178
 91.973369   28.930039
 91.974199   28.929893
 91.975020   28.929736
 91.975850   28.929570
 91.976670   28.929399
 91.977490   28.929219
 91.978301   28.929028
 91.979121   28.928831
 91.979932   28.928625
 91.980732   28.928411
 91.981543   28.928188
 91.982344   28.927957
 91.983145   28.927720
 91.983936   28.927471
 91.984736   28.927217
 91.985527   28.926953
