-199.462184761	-4526.6173928	330.879933488
-197.467500378	-4450.45995236	291.683717304
-195.472817328	-4376.07937242	243.285010645
-193.478135607	-4303.4972745	197.848471413
-191.483455214	-4232.73402132	136.201995155
-189.488776147	-4163.80869663	316.033954346
-187.494098403	-4096.73908632	506.165242423
-185.499421981	-4031.54166104	653.886303109
-183.504746878	-3968.23155974	561.824201338
-181.510073093	-3906.82257491	515.786448208
-179.515400623	-3847.32713885	544.556036009
-177.520729466	-3789.75631147	635.956619934
-175.52605962	-3734.11976937	771.280372032
-173.531391083	-3680.42579628	618.034171365
-171.536723854	-3628.68127492	409.141175893
-169.542057929	-3578.89168013	199.395868195
-167.547393306	-3531.06107356	16.8499872665
-165.552729984	-3485.19209968	-111.010605749
-163.558067961	-3441.2859831	-198.150156372
-161.563407234	-3399.34252737	-269.558882038
-159.568747802	-3359.36011527	-339.132525166
-157.574089661	-3321.33571029	-418.40775033
-155.579432811	-3285.26485974	-500.675337022
-153.584777249	-3251.14169908	-566.334851738
-151.590122972	-3218.95895773	-603.257817562
-149.59546998	-3188.70796631	-681.178978115
-147.600818269	-3160.37866506	-705.990895282
-145.606167838	-3133.95961394	-748.125333002
-143.611518684	-3109.43800381	-771.167319845
-141.616870806	-3086.79966913	-690.962393656
-139.622224201	-3066.02910193	-720.858136599
-137.627578867	-3047.10946711	-699.925140625
-135.632934802	-3030.02261909	-629.038793342
-133.638292004	-3014.74911971	-511.332580068
-131.643650472	-3001.26825739	-478.558220698
-129.649010201	-2989.55806761	-594.189718831
-127.654371192	-2979.59535461	-652.130511019
-125.659733441	-2971.35571422	-675.30656477
-123.665096947	-2964.81355802	-635.567934254
-121.670461707	-2959.94213854	-735.911619528
-119.675827719	-2956.71357573	-982.234077337
-117.681194981	-2955.09888441	-931.087731165
-115.686563491	-2955.06800291	-1071.3284318
-113.691933247	-2956.58982278	-1013.16448467
-111.697304247	-2959.63221941	-1013.99596955
-109.702676489	-2964.16208381	-1016.2519599
-107.70804997	-2970.14535529	-791.99082995
-105.713424689	-2977.54705501	-236.976668104
-103.718800643	-2986.33132059	-63.3408121233
-101.72417783	-2996.46144144	429.390038497
-99.7295562482	-3007.89989504	341.009694553
-97.7349358955	-3020.60838393	340.69870345
-95.7403167698	-3034.54787355	303.723673357
-93.7456988688	-3049.67863075	455.399222566
-91.7510821905	-3065.96026301	386.365913466
-89.7564667327	-3083.35175828	759.087247965
-87.7618524934	-3101.81152551	445.71786806
-85.7672394703	-3121.29743562	700.999919647
-83.7726276615	-3141.76686318	556.950145871
-81.7780170647	-3163.17672838	232.453016562
-79.7834076779	-3185.48353962	598.004021089
-77.788799499	-3208.64343638	743.52293763
-75.7941925257	-3232.61223257	528.968645153
-73.7995867561	-3257.34546007	169.699866405
-71.8049821879	-3282.79841264	130.457711386
-69.8103788191	-3308.92619006	40.0404293373
-67.8157766476	-3335.68374244	384.358679044
-65.8211756712	-3363.02591466	525.053096262
-63.8265758877	-3390.90749093	677.971118211
-61.8319772952	-3419.28323944	845.300318083
-59.8373798914	-3448.10795697	923.874574843
-57.8427836742	-3477.33651354	948.156282088
-55.8481886415	-3506.92389688	965.026734369
-53.8535947912	-3536.82525694	1011.98855449
-51.8590021212	-3566.99595005	1122.55453887
-49.8644106293	-3597.39158308	1292.901318
-47.8698203134	-3627.96805717	1375.10035701
-45.8752311714	-3658.68161128	1465.43627004
-43.8806432012	-3689.48886538	1783.22447214
-41.8860564006	-3720.34686325	2070.88669539
-39.8914707674	-3751.21311487	1924.33263173
-37.8968862997	-3782.04563835	1513.37634889
-35.9023029952	-3812.80300137	1463.70914355
-33.9077208518	-3843.44436204	1544.51917137
-31.9131398674	-3873.92950924	1565.1366122
-29.9185600398	-3904.21890226	1943.27107752
-27.923981367	-3934.27370985	2132.13000263
-25.9294038468	-3964.05584853	1558.13785948
-23.934827477	-3993.52802014	1156.96337562
-21.9402522556	-4022.65374871	587.741260479
-19.9456781804	-4051.39741638	-53.031184233
-17.9511052493	-4079.7242986	-398.848673244
-15.95653346	-4107.60059837	-632.06882216
-13.9619628106	-4134.99347957	-1071.90094087
-11.9673932989	-4161.87109943	-1466.77420382
-9.97282492269	-4188.20263986	-1782.79281499
-7.97825767989	-4213.95833792	-2040.15641713
-5.98369156835	-4239.10951518	-2248.40318983
-3.98912658595	-4263.62860598	-2437.39182059
-1.99456273055	-4287.48918466	-2598.8742138
0	-4310.66599166	-2719.75461059
1.99456160782	-4333.13495836	-2788.26426039
3.98912209506	-4354.8732309	-2691.20678909
5.98368146385	-4375.85919272	-2479.75228449
7.97823971633	-4396.07248584	-2183.28475157
9.97279685464	-4415.494031	-1977.89612259
11.9673528809	-4434.10604644	-1712.07101814
13.9619077973	-4451.89206548	-1494.88213809
15.9564616059	-4468.83695273	-1301.37045784
17.9510143089	-4484.92691904	-1143.21569104
19.9455659085	-4500.14953511	-1013.54228236
21.9401164067	-4514.4937437	-904.41908834
23.9346658057	-4527.94987062	-559.166525743
25.9292141077	-4540.50963419	-335.516922353
27.9237613147	-4552.16615345	-215.479785895
29.918307429	-4562.91395494	-253.944854818
31.9128524527	-4572.74897809	-140.859321555
33.9073963879	-4581.66857921	-10.3059793977
35.9019392368	-4589.6715341	181.956803739
37.8964810015	-4596.75803928	360.385577609
39.8910216841	-4602.92971175	527.019043041
41.8855612868	-4608.18958738	679.111769427
43.8800998118	-4612.54211797	809.639773864
45.8746372612	-4615.9931668	906.785677485
47.8691736371	-4618.55000282	964.623295885
49.8637089417	-4620.22129354	961.462585699
51.8582431771	-4621.01709641	899.566081931
53.8527763456	-4620.9488489	783.591445228
55.8473084491	-4620.02935725	641.564281587
57.8418394899	-4618.27278375	523.908207958
59.8363694702	-4615.69463283	385.254531467
61.830898392	-4612.31173571	283.342451486
63.8254262576	-4608.14223381	199.392488564
65.819953069	-4603.20556083	215.165216708
67.8144788285	-4597.52242356	241.306201622
69.8090035381	-4591.11478145	331.558621509
71.8035272001	-4584.00582494	327.546078007
73.7980498166	-4576.21995256	337.772870421
75.7925713896	-4567.78274683	384.527118213
77.7870919215	-4558.72094907	416.517660354
79.7816114143	-4549.06243293	395.139568282
81.7761298703	-4538.83617692	349.187692537
83.7706472914	-4528.07223583	317.313345041
85.76516368	-4516.801711	303.414649425
87.7596790381	-4505.05671968	303.561742718
89.7541933679	-4492.87036333	313.346215429
91.7487066716	-4480.27669492	318.912155053
93.7432189513	-4467.31068534	326.652489617
95.7377302092	-4454.00818887	329.915087065
97.7322404475	-4440.40590783	290.019416871
99.7267496682	-4426.54135633	238.914945889
101.721257874	-4412.45282324	234.882685324
103.715765066	-4398.17933443	246.639529956
105.710271247	-4383.76061424	250.822584426
107.704776419	-4369.23704626	242.668185142
109.699280585	-4354.6496335	230.747223748
111.693783746	-4340.03995795	218.47485817
113.688285904	-4325.45013946	165.846634159
